"id","type","label","source","title","subtitle","text_excerpt","source_row","confidence","aliases","mentions","iso"
"TOP001370","Topic","the borrowers","","","","","",1.0,"['the borrower', 'the borrowers']",4.0,""
"TOP001371","Topic","However he has expanded our knowledge in an impressive range of other areas which I did not have time to discuss including determinants of incomes across countries the allocation of resources human capital accumulation and saving and wealth inequality","","","","","",1.0000001630551938,"['However he has expanded our knowledge in an impressive range of other areas which I did not have time to discuss including determinants of incomes across countries the allocation of resources human capital accumulation and saving and wealth inequality']",1.0,""
"DAT000550","Date","2018-11-23","","","","","","","","","2018-11-23"
"SPE000731","Speech","724:Europe: a work in progress – political integration and economic convergence in Monetary Union","","Europe: a work in progress – political integration and economic convergence in Monetary Union","by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Banking and Corporate evening organised by the Hauptverwaltung in Bayern der Deutschen Bundesbank, Munich, 22 November 2018","Europe: a work in progress – political integration and economic convergence in Monetary Union Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Banking and Corporate evening organised by the Hauptverwaltung in Bayern der Deutschen Bundesbank, Munich, 22 November 2018 Ladies and gentlemen, Europe has no problem with identifying the issues it faces; it has a p",724.0,"","","",""
"DAT000551","Date","2018-11-22","","","","","","","","","2018-11-22"
"SPE000732","Speech","725:The outlook for the euro area economy","","The outlook for the euro area economy","by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Frankfurt European Banking Congress, Frankfurt am Main, 16 November 2018","The outlook for the euro area economy Speech by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Frankfurt European Banking Congress, Frankfurt am Main, 16 November 2018 The euro area economy has now been growing for five years, and we expect the expansion to continue in the coming years. Yet we have recently seen a loss in growth momentum. In both of the last two quarterly EUROPEAN CENTRAL B",725.0,"","","",""
"TOP001372","Topic","particularly large drops","","","","","",1.0000001775049066,"['particularly large drops']",1.0,""
"TOP001373","Topic","the underlying drivers","","","","","",1.0000001585940244,"['the underlying drivers']",1.0,""
"TOP001374","Topic","But there are two conditions that could make it longer lasting","","","","","",1.0000001555802933,"['But there are two conditions that could make it longer lasting']",1.0,""
"DAT000552","Date","2018-11-16","","","","","","","","","2018-11-16"
"SPE000733","Speech","726:Euro area banking sector – current challenges","","Euro area banking sector – current challenges","Keynote speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Annual General Meeting of the Foreign Bankers’ Association, Amsterdam, 15 November 2018","Euro area banking sector – current challenges Keynote speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Annual General Meeting of the Foreign Bankers’ Association, Amsterdam, 15 November 2018 Introduction It is my pleasure to speak to you here in Amsterdam. Today, I will focus my remarks on the state of the euro area banking sector and its current challenges. I will fi",726.0,"","","",""
"TOP001375","Topic","exactly this","","","","","",1.0000001782639927,"['exactly this']",1.0,""
"TOP001376","Topic","operating profits","","","","","",1.000000176097566,"['operating profits']",1.0,""
"TOP001377","Topic","financial services","","","","","",1.0,"['capital and financial services', 'financial services']",5.0,""
"DAT000553","Date","2018-11-15","","","","","","","","","2018-11-15"
"SPE000734","Speech","727:The new frontier of payments and market infrastructure: on cryptos, cyber and CCPs","","The new frontier of payments and market infrastructure: on cryptos, cyber and CCPs","Welcome remarks by Benoît Cœuré, Chair of the Committee on Payments and Market Infrastructures of the Bank for International Settlements and Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Economics of Payments IX conference, Basel, 15 November 2018","The new frontier of payments and market infrastructure: on cryptos, cyber and CCPs Welcome remarks by Benoît Cœuré, Chair of the Committee on Payments and Market Infrastructures of the Bank for International Settlements and Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Economics of Payments IX conference, Basel, 15 November 2018 Presentation slides I open this conference on Ec",727.0,"","","",""
"TOP001378","Topic","The regulatory efforts","","","","","",1.0000001860137797,"['The regulatory efforts']",1.0,""
"TOP001379","Topic","a distinct field","","","","","",1.0000001647224184,"['a distinct field']",1.0,""
"SPE000735","Speech","728:Promoting the stability and efficiency of EUROPEAN UNION financial markets beyond Brexit","","Promoting the stability and efficiency of EUROPEAN UNION financial markets beyond Brexit","by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Deutsche Bundesbank reception on the occasion of Euro Finance Week, Frankfurt, 13 November 2018","Promoting the stability and efficiency of EUROPEAN UNION financial markets beyond Brexit Speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Deutsche Bundesbank reception on the occasion of Euro Finance Week, Frankfurt, 13 November 2018 It’s a pleasure to be speaking to you here today. In my intervention this evening, I am accepting the challenge set by the organisers to",728.0,"","","",""
"TOP001380","Topic","total debt","","","","","",1.0000001657164619,"['total debt']",1.0,""
"TOP001381","Topic","cross border activities","","","","","",1.0,"['cross border activities']",2.0,""
"DAT000554","Date","2018-11-13","","","","","","","","","2018-11-13"
"SPE000736","Speech","729:Four years of Banking Union: where do we stand?","","Four years of Banking Union: where do we stand?","Opening Statement by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the Banking Supervision, Resolution and Risk Management conference during the 21st Euro Finance Week, Frankfurt am Main, 13 November 2018","Four years of Banking Union: where do we stand? Opening Statement by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the Banking Supervision, Resolution and Risk Management conference during the 21st Euro Finance Week, Frankfurt am Main, 13 November 2018 It’s a pleasure to attend Euro Finance",729.0,"","","",""
"TOP001382","Topic","tougher regulation","","","","","",1.0000001622885248,"['tougher regulation']",1.0,""
"TOP001383","Topic","necessary complements","","","","","",1.0000001439916568,"['necessary complements']",1.0,""
"SPE000737","Speech","730:Preserving monetary accommodation in times of normalisation","","Preserving monetary accommodation in times of normalisation","by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the UBS Conference, London, 13 November 2018","Preserving monetary accommodation in times of normalisation Speech by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the UBS Conference, London, 13 November 2018 Introduction In the aftermath of the global financial crisis, central banks have successfully fended off deflationary forces and supported economic recovery. They have brought down policy rates to their effect",730.0,"","","",""
"TOP001384","Topic","MFI","","","","","",1.0,"['MFI']",6.0,""
"SPE000738","Speech","731:Coming to the forefront: the rising role of the investment fund sector for financial stability in the euro area","","Coming to the forefront: the rising role of the investment fund sector for financial stability in the euro area","by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Opening Conference, 21st Euro Finance Week, Frankfurt am Main, 12 November 2018","Coming to the forefront: the rising role of the investment fund sector for financial stability in the euro area Speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Opening Conference, 21st Euro Finance Week, Frankfurt am Main, 12 November 2018 I am honoured to speak at this Opening Conference of the 21st Euro Finance Week. People often think that central bankers – by pro",731.0,"","","",""
"TOP001385","Topic","In particular we need a better understanding of the role of asset managers and of the broader vulnerabilities inherent to investment funds","","","","","",1.0000001539263528,"['In particular we need a better understanding of the role of asset managers and of the broader vulnerabilities inherent to investment funds']",1.0,""
"DAT000555","Date","2018-11-12","","","","","","","","","2018-11-12"
"SPE000739","Speech","732:Exchange of views with members of the Irish Parliament","","Exchange of views with members of the Irish Parliament","Introductory statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, during his exchange of views with the House of Representatives in Dublin, Ireland, 8 November 2018","Exchange of views with members of the Irish Parliament Introductory statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, during his exchange of views with the House of Representatives in Dublin, Ireland, 8 November 2018 Thank you, Chairman. I am happy to be back in Dublin and honoured to be invited to speak at the Oireachtas. On this occasion, I am joined by my colleague, Philip Lane",732.0,"","","",""
"TOP001386","Topic","local and sectoral conditions","","","","","",1.00000016601245,"['local and sectoral conditions']",1.0,""
"TOP001387","Topic","On this occasion I am joined by my colleague Philip Lane whom you meet regularly in his capacity as Governor of the Central Bank of Ireland","","","","","",1.0000001647461074,"['On this occasion I am joined by my colleague Philip Lane whom you meet regularly in his capacity as Governor of the Central Bank of Ireland']",1.0,""
"DAT000556","Date","2018-11-08","","","","","","","","","2018-11-08"
"SPE000740","Speech","733:Monetary policy and climate change","","Monetary policy and climate change","by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at a conference on “Scaling up Green Finance: The Role of Central Banks”, organised by the Network for Greening the Financial System, the Deutsche Bundesbank and the Council on Economic Policies, Berlin, 8 November 2018","Monetary policy and climate change Speech by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at a conference on “Scaling up Green Finance: The Role of Central Banks”, organised by the Network for Greening the Financial System, the Deutsche Bundesbank and the Council on Economic Policies, Berlin, 8 November 2018 2018 has seen one of the hottest summers in Europe since weat",733.0,"","","",""
"TOP001388","Topic","This has often been attributed to a harsh winter despite best efforts to seasonally adjust the data","","","","","",1.0000001544175705,"['This has often been attributed to a harsh winter despite best efforts to seasonally adjust the data']",1.0,""
"TOP001389","Topic","Hurricanes and floods destroy production capacity thereby raising input and output prices","","","","","",1.000000152571047,"['Hurricanes and floods destroy production capacity thereby raising input and output prices']",1.0,""
"TOP001390","Topic","the basic principles","","","","","",1.0,"['the basic principles', 'the fundamental principles']",3.0,""
"SPE000741","Speech","734:Good governance and the role of supervisory boards","","Good governance and the role of supervisory boards","by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, Luncheon of Chairs of Supervisory Boards of banks in Germany, Frankfurt, 6 November 2018","Good governance and the role of supervisory boards Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, Luncheon of Chairs of Supervisory Boards of banks in Germany, Frankfurt, 6 November 2018 What must a bank be able to do? As always, the answer depends on whom you ask. Bankers or bank sha",734.0,"","","",""
"TOP001391","Topic","Most banks do not use the defined risk appetite to facilitate discussions at all levels of the organisation","","","","","",1.0000001782922545,"['Most banks do not use the defined risk appetite to facilitate discussions at all levels of the organisation']",1.0,""
"TOP001392","Topic","two stools","","","","","",1.0000001432835672,"['two stools']",1.0,""
"DAT000557","Date","2018-11-06","","","","","","","","","2018-11-06"
"SPE000742","Speech","735:The EUROPEAN CENTRAL BANK and Financial Stability","","The EUROPEAN CENTRAL BANK and Financial Stability","by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the joint National Bank of Belgium/ Toulouse School of Economics / Solvay Brussels School of Economics and Management / European Central Bank colloquium, Brussels, 5 November 2018","The EUROPEAN CENTRAL BANK and Financial Stability Speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the joint National Bank of Belgium/ Toulouse School of Economics / Solvay Brussels School of Economics and Management / European Central Bank colloquium, Brussels, 5 November 2018 It is a pleasure to be here today and to take part in this joint initiative of four institution",735.0,"","","",""
"TOP001393","Topic","its main mandate","","","","","",1.0,"['Its main mandate', 'its main mandate']",2.0,""
"TOP001394","Topic","supervisory authorities","","","","","",1.0,"['supervisory authorities']",7.0,""
"DAT000558","Date","2018-11-05","","","","","","","","","2018-11-05"
"SPE000743","Speech","736:Ten years after the crisis – risks, rules and supervision","","Ten years after the crisis – risks, rules and supervision","by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the 13th ASBA-BCBS-FSI High-Level Meeting on Global and Regional Supervisory Priorities in Nassau, Bahamas, 30 October 2018","Ten years after the crisis – risks, rules and supervision Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the 13th ASBA-BCBS-FSI High-Level Meeting on Global and Regional Supervisory Priorities in Nassau, Bahamas, 30 October 2018 Ten years have passed since the financial crisis erup",736.0,"","","",""
"TOP001395","Topic","And action was and is still needed to ensure the resilience of the financial system","","","","","",1.0000001870573703,"['And action was and is still needed to ensure the resilience of the financial system']",1.0,""
"DAT000559","Date","2018-10-30","","","","","","","","","2018-10-30"
"SPE000744","Speech","737:The international dimension of the EUROPEAN CENTRAL BANK’s asset purchase programme: an update","","The international dimension of the EUROPEAN CENTRAL BANK’s asset purchase programme: an update","by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at a conference on “Exiting Unconventional Monetary Policies”, organised by the Euro 50 Group, the CF40 forum and CIGI, Paris, 26 October 2018","The international dimension of the EUROPEAN CENTRAL BANK’s asset purchase programme: an update Speech by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at a conference on “Exiting Unconventional Monetary Policies”, organised by the Euro 50 Group, the CF40 forum and CIGI, Paris, 26 October 2018 It was more than 30 years ago, in October 1987, when the spread between the yi",737.0,"","","",""
"TOP001396","Topic","international asset allocation","","","","","",1.000000155930061,"['international asset allocation']",1.0,""
"DAT000560","Date","2018-10-26","","","","","","","","","2018-10-26"
"SPE000745","Speech","738:Central bank independence","","Central bank independence","First Lamfalussy Lecture by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the Banque Nationale de Belgique, Brussels, 26 October 2018","Central bank independence First Lamfalussy Lecture by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the Banque Nationale de Belgique, Brussels, 26 October 2018 Advanced economies are now emerging from the aftermath of the great financial crisis. Despite facing the largest shock in the postwar period, central banks have succeeded in maintaining price stability and fulfilling their mandat",738.0,"","","",""
"TOP001397","Topic","Importantly central banks had been able to maintain low and stable inflation using a single instrument policy interest rates which caused few concerns","","","","","",1.0000001940089596,"['Importantly central banks had been able to maintain low and stable inflation using a single instrument policy interest rates which caused few concerns']",1.0,""
"TOP001398","Topic","They thus committed to a non inflationary path while resisting any political pressure to pursue objectives other than price stability","","","","","",1.0000001588724483,"['They thus committed to a non inflationary path while resisting any political pressure to pursue objectives other than price stability']",1.0,""
"SPE000746","Speech","739:Economic policymaking under uncertainty","","Economic policymaking under uncertainty","by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the “la Caixa” Chair for Economics and Society conference, Madrid, 17 October 2018","Economic policymaking under uncertainty Speech by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the “la Caixa” Chair for Economics and Society conference, Madrid, 17 October 2018 Introduction Today I would like to reflect on the consequences of population ageing for economic policy making. It may sound at odds with the title of my remarks – “Economic policy making und",739.0,"","","",""
"TOP001399","Topic","The latter what could be called the procrastination strategy is very risky for countries that start with high public debt","","","","","",1.0000001737809538,"['The latter what could be called the procrastination strategy is very risky for countries that start with high public debt']",1.0,""
"TOP001400","Topic","very large amounts","","","","","",1.0,"['significantly larger amounts', 'very large amounts']",4.0,""
"TOP001401","Topic","The call for early policy action does not mean that action needs to be the same across countries","","","","","",1.0000001620110015,"['The call for early policy action does not mean that action needs to be the same across countries']",1.0,""
"DAT000561","Date","2018-10-17","","","","","","","","","2018-10-17"
"SPE000747","Speech","740:Euro area and Spain: current status and challenges ahead","","Euro area and Spain: current status and challenges ahead","Remarks by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Ist Edition of the Prize José Echegaray of elEconomista, Madrid, 15 October 2018","Euro area and Spain: current status and challenges ahead Remarks by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the Ist Edition of the Prize José Echegaray of elEconomista, Madrid, 15 October 2018 Despite the recent slow-down, economic growth in the euro area remains solid and broad-based, as confirmed by the latest data. Real GROSS DOMESTIC PRODUCT has expanded for 21 consecu",740.0,"","","",""
"TOP001402","Topic","Against this background we have reduced our net asset purchases to 15 billion as of this month and we continue to anticipate that net purchases will terminate by the end of the year","","","","","",1.0000001818170636,"['Against this background we have reduced our net asset purchases to 15 billion as of this month and we continue to anticipate that net purchases will terminate by the end of the year']",1.0,""
"DAT000562","Date","2018-10-15","","","","","","","","","2018-10-15"
"SPE000748","Speech","741:IMFC Statement","","IMFC Statement","Statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the thirty-eighth meeting of the International Monetary and Financial Committee, Bali (Indonesia), 12 October 2018","IMFC Statement Statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the thirty-eighth meeting of the International Monetary and Financial Committee, Bali (Indonesia), 12 October 2018 The euro area economy continues to expand in a broad-based manner, across countries and sectors, despite some moderation following its strong growth in 2017. The economy grew by 2.1% year-on-year in t",741.0,"","","",""
"TOP001403","Topic","In this context EUROPEAN UNION and national authorities are still following up on a comprehensive action plan for dealing with legacy asset quality issues adopted by the Council of the European Union","","","","","",1.0000001867180077,"['In this context EUROPEAN UNION and national authorities are still following up on a comprehensive action plan for dealing with legacy asset quality issues adopted by the Council of the European Union']",1.0,""
"DAT000563","Date","2018-10-12","","","","","","","","","2018-10-12"
"SPE000749","Speech","742:Guardians of stability – Central Banks, supervisors and the quest for financial stability","","Guardians of stability – Central Banks, supervisors and the quest for financial stability","by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, Central Bank of Malta, Valletta, 12 October 2018","Guardians of stability – Central Banks, supervisors and the quest for financial stability Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, Central Bank of Malta, Valletta, 12 October 2018 Ladies and gentlemen, It is an honour to be here and to join in celebrating a birthday! This year, ",742.0,"","","",""
"TOP001404","Topic","So when commodity money gave way to paper money a need arose for institutions that could guarantee a stable value of money","","","","","",1.0000001676816874,"['So when commodity money gave way to paper money a need arose for institutions that could guarantee a stable value of money']",1.0,""
"TOP001405","Topic","One of the founding EUROPEAN CENTRAL BANK board members Tommaso Padoa Schioppa believed that both aspects mattered","","","","","",1.0000001590659815,"['One of the founding EUROPEAN CENTRAL BANK board members Tommaso Padoa Schioppa believed that both aspects mattered']",1.0,""
"TOP001406","Topic","an intrinsic value","","","","","",1.0,"['an intrinsic value', 'no intrinsic value']",2.0,""
"SPE000750","Speech","743:Monetary policy in the euro area - a brief assessment","","Monetary policy in the euro area - a brief assessment","Speaking points by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the MNI Connect Roundtable, Singapore, 10 October 2018","Monetary policy in the euro area - a brief assessment Speaking points by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the MNI Connect Roundtable, Singapore, 10 October 2018 The euro area economy is currently experiencing a broad-based economic expansion. Although growth moderated somewhat in the first half of this year, following several strong quarters in 2017, we e",743.0,"","","",""
"TOP001407","Topic","Monetary policy in the euro area a brief assessment Speaking points by Yves Mersch Member of the Executive Board of the EUROPEAN CENTRAL BANK at the MNI Connect Roundtable Singapore 10 October 2018 Monetary policy in the euro area a brief assessment Speaking points by Yves Mersch Member of the Executive Board of the EUROPEAN CENTRAL BANK at the MNI Connect Roundtable Singapore 10 October 2018","","","","","",1.0000001802835294,"['Monetary policy in the euro area a brief assessment Speaking points by Yves Mersch Member of the Executive Board of the EUROPEAN CENTRAL BANK at the MNI Connect Roundtable Singapore 10 October 2018 Monetary policy in the euro area a brief assessment Speaking points by Yves Mersch Member of the Executive Board of the EUROPEAN CENTRAL BANK at the MNI Connect Roundtable Singapore 10 October 2018']",1.0,""
"DAT000564","Date","2018-10-10","","","","","","","","","2018-10-10"
"SPE000751","Speech","744:Building a resilient Economic and Monetary Union","","Building a resilient Economic and Monetary Union","Lectio magistralis by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, opening the XXIX Edition of the Masters Programme in European Union law of the University Carlos III of Madrid, 5 October 2018","Building a resilient Economic and Monetary Union Lectio magistralis by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, opening the XXIX Edition of the Masters Programme in European Union law of the University Carlos III of Madrid, 5 October 2018 The crisis, its aftermath and the road to recovery This autumn marks ten years since the start of the global financial crisis. It was a seis",744.0,"","","",""
"DAT000565","Date","2018-10-05","","","","","","","","","2018-10-05"
"SPE000752","Speech","745:The local impact of the EUROPEAN CENTRAL BANK’s monetary policy","","The local impact of the EUROPEAN CENTRAL BANK’s monetary policy","by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at Les Champs du Possible, Châteaudun, 4 October 2018","The local impact of the EUROPEAN CENTRAL BANK’s monetary policy Speech by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at Les Champs du Possible, Châteaudun, 4 October 2018 Presentation slides It is a great pleasure to be here in Châteaudun and have the opportunity to exchange views with you. The EUROPEAN CENTRAL BANK Governing Council, which sets monetary policy for t",745.0,"","","",""
"TOP001408","Topic","positive interest","","","","","",1.000000171431467,"['positive interest']",1.0,""
"TOP001409","Topic","I also visited a company that exports its products to Europe and the wider world","","","","","",1.000000155580345,"['I also visited a company that exports its products to Europe and the wider world']",1.0,""
"DAT000566","Date","2018-10-04","","","","","","","","","2018-10-04"
"SPE000753","Speech","746:The future started yesterday","","The future started yesterday","Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Latvijas Banka conference “Payments in the 22nd century: future starts today?”, Riga, 3 October 2018","The future started yesterday Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Latvijas Banka conference “Payments in the 22nd century: future starts today?”, Riga, 3 October 2018 Predicting what payments will look like in the 22nd century is perhaps better left to science fiction writers than to central bankers. Still, at least one thing I can be su",746.0,"","","",""
"TOP001410","Topic","the other TARGET services","","","","","",1.000000161684644,"['the other TARGET services']",1.0,""
"TOP001411","Topic","There will be no charge for opening and maintaining an account or for receiving payments and reporting","","","","","",1.0000001593860197,"['There will be no charge for opening and maintaining an account or for receiving payments and reporting']",1.0,""
"DAT000567","Date","2018-10-03","","","","","","","","","2018-10-03"
"SPE000754","Speech","747:The interaction between monetary policy and macroprudential policy","","The interaction between monetary policy and macroprudential policy","by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Money, Macro and Finance Research Group Conference on the Resilience of the Global Financial Architecture, London, 27 September 2018","The interaction between monetary policy and macroprudential policy Speech by Peter Praet[1], Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Money, Macro and Finance Research Group Conference on the Resilience of the Global Financial Architecture, London, 27 September 2018 Introduction A decade on from the start of the global financial crisis, which led to the biggest drop in ec",747.0,"","","",""
"DAT000568","Date","2018-09-27","","","","","","","","","2018-09-27"
"SPE000755","Speech","748:Welcome remarks at the third annual conference of the ESRB","","Welcome remarks at the third annual conference of the ESRB","Mario Draghi, President of the EUROPEAN CENTRAL BANK and Chair of the European Systemic Risk Board, third annual conference of the ESRB, Frankfurt am Main, 27 September 2018.","Welcome remarks at the third annual conference of the ESRB Mario Draghi, President of the EUROPEAN CENTRAL BANK and Chair of the European Systemic Risk Board, third annual conference of the ESRB, Frankfurt am Main, 27 September 2018. It is my pleasure to welcome you to the third annual conference of the European Systemic Risk Board (ESRB). The EUROPEAN UNION economy has been growing now for more t",748.0,"","","",""
"TOP001412","Topic","By applying appropriate tools in a timely fashion policymakers can help prevent the incipient build up of financial imbalances","","","","","",1.0000001456766596,"['By applying appropriate tools in a timely fashion policymakers can help prevent the incipient build up of financial imbalances']",1.0,""
"SPE000756","Speech","749:Waiting for ESTER: the road ahead for interest rate benchmark reform","","Waiting for ESTER: the road ahead for interest rate benchmark reform","by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK’s Money Market Contact Group meeting, Frankfurt am Main, 25 September 2018","Waiting for ESTER: the road ahead for interest rate benchmark reform Speech by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK’s Money Market Contact Group meeting, Frankfurt am Main, 25 September 2018 Benchmark interest rates play an integral role in financial markets. Their widespread use across a range of financial market instruments, inclu",749.0,"","","",""
"TOP001413","Topic","Money Market Contact Group","","","","","",1.0000001846334396,"['Money Market Contact Group']",1.0,""
"TOP001414","Topic","EONIA and EURIBOR in their current form do not comply with these requirements and may therefore be prohibited for use at least in new contracts from January 2020 unless reformed in the case of EURIBOR","","","","","",1.0000001614973424,"['EONIA and EURIBOR in their current form do not comply with these requirements and may therefore be prohibited for use at least in new contracts from January 2020 unless reformed in the case of EURIBOR']",1.0,""
"TOP001415","Topic","the side effects","","","","","",1.0,"['the side effects']",2.0,""
"DAT000569","Date","2018-09-25","","","","","","","","","2018-09-25"
"SPE000757","Speech","750:Hearing of the Committee on Economic and Monetary Affairs of the European Parliament","","Hearing of the Committee on Economic and Monetary Affairs of the European Parliament","Introductory Statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the ECON committee of the European Parliament, Brussels, 24 September 2018","Hearing of the Committee on Economic and Monetary Affairs of the European Parliament Introductory Statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the ECON committee of the European Parliament, Brussels, 24 September 2018 Mr Chairman, Honourable members of the Economic and Monetary Affairs Committee, Ladies and gentlemen, It is a pleasure to be back at the European Parliament ",750.0,"","","",""
"TOP001416","Topic","Mr Chairman Honourable members of the Economic and Monetary Affairs Committee Ladies and gentlemen It is a pleasure to be back at the European Parliament before your Committee","","","","","",1.0000001564284675,"['Mr Chairman Honourable members of the Economic and Monetary Affairs Committee Ladies and gentlemen It is a pleasure to be back at the European Parliament before your Committee']",1.0,""
"TOP001417","Topic","For our baseline expectations of a rising inflation path to materialise we need to remain patient prudent and persistent in calibrating the monetary policy stance","","","","","",1.0000001541647148,"['For our baseline expectations of a rising inflation path to materialise we need to remain patient prudent and persistent in calibrating the monetary policy stance']",1.0,""
"DAT000570","Date","2018-09-24","","","","","","","","","2018-09-24"
"SPE000758","Speech","751:Challenges to monetary policy normalisation","","Challenges to monetary policy normalisation","by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the SUERF conference “Sustainable Policy Responses: EUROPEAN UNION and UNITED STATES Perspectives”, New York, 20 September 2018","Challenges to monetary policy normalisation Speech by Peter Praet[1], Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the SUERF conference “Sustainable Policy Responses: EUROPEAN UNION and UNITED STATES Perspectives”, New York, 20 September 2018 Introduction The euro area economy continues to expand at a rate that is above potential, despite a slow-down relative to the exceptional g",751.0,"","","",""
"TOP001418","Topic","a substantial recovery","","","","","",1.0,"['a gradual recovery', 'a substantial recovery']",8.0,""
"DAT000571","Date","2018-09-20","","","","","","","","","2018-09-20"
"SPE000759","Speech","752:Economic and Monetary Union: past and present","","Economic and Monetary Union: past and present","by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the Europa-Konferenz at Hertie School of Governance organised by the Jacques Delors Institute, Berlin, 19 September 2018","Economic and Monetary Union: past and present Speech by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the Europa-Konferenz organised by Hertie School of Governance, Jacques Delors Institute and Bertelsmann Foundation, Berlin, 19 September 2018 It is vital today that we move the debate on European integration forward, and conferences such as this are key forums to do so. Fostering open a",752.0,"","","",""
"TOP001419","Topic","1 which characterised the political climate back then","","","","","",1.000000157746834,"['1 which characterised the political climate back then']",1.0,""
"DAT000572","Date","2018-09-19","","","","","","","","","2018-09-19"
