"source","target","key","type","confidence","source_row"
"SPE000001","TOP000550","SPE000218-TOP000550-covers","covers",1.000000238418579,213
"SPE000001","TOP000551","SPE000218-TOP000551-covers","covers",1.000000238418579,213
"SPE000001","TOP000552","SPE000218-TOP000552-covers","covers",1.000000238418579,213
"SPE000001","SPE000219","SPE000219-delivered","delivered",1.0,214
"SPE000001","TOP000553","SPE000219-TOP000553-covers","covers",1.000000238418579,214
"SPE000001","TOP000554","SPE000219-TOP000554-covers","covers",1.000000238418579,214
"SPE000001","TOP000555","SPE000219-TOP000555-covers","covers",1.000000238418579,214
"SPE000001","SPE000227","SPE000227-delivered","delivered",1.0,222
"SPE000001","TOP000574","SPE000227-TOP000574-covers","covers",1.000000238418579,222
"SPE000001","TOP000575","SPE000227-TOP000575-covers","covers",1.000000238418579,222
"SPE000001","TOP000576","SPE000227-TOP000576-covers","covers",1.000000238418579,222
"SPE000001","SPE000229","SPE000229-delivered","delivered",1.0,224
"SPE000001","TOP000580","SPE000229-TOP000580-covers","covers",1.000000238418579,224
"SPE000001","TOP000571","SPE000229-TOP000571-covers","covers",1.000000238418579,224
"SPE000001","TOP000581","SPE000229-TOP000581-covers","covers",1.000000238418579,224
"SPE000001","SPE000231","SPE000231-delivered","delivered",1.0,226
"SPE000001","TOP000585","SPE000231-TOP000585-covers","covers",1.000000238418579,226
"SPE000001","TOP000585","SPE000244-TOP000585-covers","covers",1.000000238418579,238
"SPE000001","TOP000585","SPE000519-TOP000585-covers","covers",1.000000238418579,517
"SPE000001","TOP000586","SPE000231-TOP000586-covers","covers",1.000000238418579,226
"SPE000001","TOP000587","SPE000231-TOP000587-covers","covers",1.000000238418579,226
"SPE000001","SPE000233","SPE000233-delivered","delivered",1.0,228
"SPE000001","TOP000588","SPE000233-TOP000588-covers","covers",1.000000238418579,228
"SPE000001","TOP000589","SPE000233-TOP000589-covers","covers",1.000000238418579,228
"SPE000001","TOP000590","SPE000233-TOP000590-covers","covers",1.000000238418579,228
"SPE000001","SPE000235","SPE000235-delivered","delivered",1.0,230
"SPE000001","TOP000594","SPE000235-TOP000594-covers","covers",1.000000238418579,230
"SPE000001","TOP000595","SPE000235-TOP000595-covers","covers",1.000000238418579,230
"SPE000001","TOP000596","SPE000235-TOP000596-covers","covers",1.000000238418579,230
"SPE000001","SPE000238","SPE000238-delivered","delivered",1.0,233
"SPE000001","TOP000601","SPE000238-TOP000601-covers","covers",1.000000238418579,233
"SPE000001","TOP000602","SPE000238-TOP000602-covers","covers",1.000000238418579,233
"SPE000001","TOP000603","SPE000238-TOP000603-covers","covers",1.000000238418579,233
"SPE000001","SPE000244","SPE000244-delivered","delivered",1.0,238
"SPE000001","TOP000613","SPE000244-TOP000613-covers","covers",1.000000238418579,238
"SPE000001","TOP000614","SPE000244-TOP000614-covers","covers",1.000000238418579,238
"SPE000001","SPE000248","SPE000248-delivered","delivered",1.0,242
"SPE000001","TOP000624","SPE000248-TOP000624-covers","covers",1.000000238418579,242
"SPE000001","TOP000625","SPE000248-TOP000625-covers","covers",1.000000238418579,242
"SPE000001","TOP000626","SPE000248-TOP000626-covers","covers",1.000000238418579,242
"SPE000001","SPE000250","SPE000250-delivered","delivered",1.0,244
"SPE000001","TOP000630","SPE000250-TOP000630-covers","covers",1.000000238418579,244
"SPE000001","TOP000631","SPE000250-TOP000631-covers","covers",1.000000238418579,244
"SPE000001","TOP000632","SPE000250-TOP000632-covers","covers",1.000000238418579,244
"SPE000001","SPE000253","SPE000253-delivered","delivered",1.0,247
"SPE000001","TOP000639","SPE000253-TOP000639-covers","covers",1.000000238418579,247
"SPE000001","TOP000640","SPE000253-TOP000640-covers","covers",1.000000238418579,247
"SPE000001","TOP000641","SPE000253-TOP000641-covers","covers",1.000000238418579,247
"SPE000001","SPE000255","SPE000255-delivered","delivered",1.0,249
"SPE000001","TOP000645","SPE000255-TOP000645-covers","covers",1.000000238418579,249
"SPE000001","TOP000646","SPE000255-TOP000646-covers","covers",1.000000238418579,249
"SPE000001","TOP000647","SPE000255-TOP000647-covers","covers",1.000000238418579,249
"SPE000001","SPE000260","SPE000260-delivered","delivered",1.0,254
"SPE000001","TOP000659","SPE000260-TOP000659-covers","covers",1.000000238418579,254
"SPE000001","TOP000660","SPE000260-TOP000660-covers","covers",1.000000238418579,254
"SPE000001","TOP000661","SPE000260-TOP000661-covers","covers",1.000000238418579,254
"SPE000001","SPE000263","SPE000263-delivered","delivered",1.0,257
"SPE000001","TOP000668","SPE000263-TOP000668-covers","covers",1.000000238418579,257
"SPE000001","TOP000669","SPE000263-TOP000669-covers","covers",1.000000238418579,257
"SPE000001","TOP000670","SPE000263-TOP000670-covers","covers",1.000000238418579,257
"SPE000001","SPE000265","SPE000265-delivered","delivered",1.0,259
"SPE000001","TOP000674","SPE000265-TOP000674-covers","covers",1.000000238418579,259
"SPE000001","TOP000675","SPE000265-TOP000675-covers","covers",1.000000238418579,259
"SPE000001","TOP000676","SPE000265-TOP000676-covers","covers",1.000000238418579,259
"SPE000001","SPE000268","SPE000268-delivered","delivered",1.0,262
"SPE000001","TOP000681","SPE000268-TOP000681-covers","covers",1.000000238418579,262
"SPE000001","TOP000682","SPE000268-TOP000682-covers","covers",1.000000238418579,262
"SPE000001","TOP000683","SPE000268-TOP000683-covers","covers",1.000000238418579,262
"SPE000001","SPE000273","SPE000273-delivered","delivered",1.0,267
"SPE000001","TOP000694","SPE000273-TOP000694-covers","covers",1.000000238418579,267
"SPE000001","TOP000695","SPE000273-TOP000695-covers","covers",1.000000238418579,267
"SPE000001","TOP000696","SPE000273-TOP000696-covers","covers",1.000000238418579,267
"SPE000001","SPE000284","SPE000284-delivered","delivered",1.0,278
"SPE000001","TOP000718","SPE000284-TOP000718-covers","covers",1.000000238418579,278
"SPE000001","TOP000719","SPE000284-TOP000719-covers","covers",1.000000238418579,278
"SPE000001","TOP000720","SPE000284-TOP000720-covers","covers",1.000000238418579,278
"SPE000001","SPE000285","SPE000285-delivered","delivered",1.0,279
"SPE000001","TOP000721","SPE000285-TOP000721-covers","covers",1.000000238418579,279
"SPE000001","TOP000722","SPE000285-TOP000722-covers","covers",1.000000238418579,279
"SPE000001","TOP000723","SPE000285-TOP000723-covers","covers",1.000000238418579,279
"SPE000001","SPE000295","SPE000295-delivered","delivered",1.0,289
"SPE000001","TOP000737","SPE000295-TOP000737-covers","covers",1.000000238418579,289
"SPE000001","TOP000738","SPE000295-TOP000738-covers","covers",1.000000238418579,289
"SPE000001","TOP000739","SPE000295-TOP000739-covers","covers",1.000000238418579,289
"SPE000001","SPE000296","SPE000296-delivered","delivered",1.0,290
"SPE000001","TOP000740","SPE000296-TOP000740-covers","covers",1.000000238418579,290
"SPE000001","TOP000741","SPE000296-TOP000741-covers","covers",1.000000238418579,290
"SPE000001","TOP000742","SPE000296-TOP000742-covers","covers",1.000000238418579,290
"SPE000001","SPE000298","SPE000298-delivered","delivered",1.0,292
"SPE000001","TOP000744","SPE000298-TOP000744-covers","covers",1.000000238418579,292
"SPE000001","TOP000745","SPE000298-TOP000745-covers","covers",1.000000238418579,292
"SPE000001","TOP000746","SPE000298-TOP000746-covers","covers",1.000000238418579,292
"SPE000001","SPE000305","SPE000305-delivered","delivered",1.0,299
"SPE000001","TOP000762","SPE000305-TOP000762-covers","covers",1.000000238418579,299
"SPE000001","TOP000763","SPE000305-TOP000763-covers","covers",1.000000238418579,299
"SPE000001","TOP000764","SPE000305-TOP000764-covers","covers",1.000000238418579,299
"SPE000001","SPE000306","SPE000306-delivered","delivered",1.0,301
"SPE000001","TOP000765","SPE000306-TOP000765-covers","covers",1.000000238418579,301
"SPE000001","TOP000766","SPE000306-TOP000766-covers","covers",1.000000238418579,301
"SPE000001","TOP000767","SPE000306-TOP000767-covers","covers",1.000000238418579,301
"SPE000001","SPE000310","SPE000310-delivered","delivered",1.0,305
"SPE000001","TOP000775","SPE000310-TOP000775-covers","covers",1.000000238418579,305
"SPE000001","TOP000776","SPE000310-TOP000776-covers","covers",1.000000238418579,305
"SPE000001","TOP000777","SPE000310-TOP000777-covers","covers",1.000000238418579,305
"SPE000001","SPE000316","SPE000316-delivered","delivered",1.0,311
"SPE000001","TOP000788","SPE000316-TOP000788-covers","covers",1.000000238418579,311
"SPE000001","TOP000789","SPE000316-TOP000789-covers","covers",1.000000238418579,311
"SPE000001","TOP000790","SPE000316-TOP000790-covers","covers",1.000000238418579,311
"SPE000001","SPE000318","SPE000318-delivered","delivered",1.0,313
"SPE000001","TOP000794","SPE000318-TOP000794-covers","covers",1.000000238418579,313
"SPE000001","TOP000795","SPE000318-TOP000795-covers","covers",1.000000238418579,313
"SPE000001","TOP000796","SPE000318-TOP000796-covers","covers",1.000000238418579,313
"SPE000001","SPE000327","SPE000327-delivered","delivered",1.0,322
"SPE000001","TOP000817","SPE000327-TOP000817-covers","covers",1.000000238418579,322
"SPE000001","TOP000818","SPE000327-TOP000818-covers","covers",1.000000238418579,322
"SPE000001","TOP000819","SPE000327-TOP000819-covers","covers",1.000000238418579,322
"SPE000001","SPE000328","SPE000328-delivered","delivered",1.0,323
"SPE000001","TOP000820","SPE000328-TOP000820-covers","covers",1.000000238418579,323
"SPE000001","TOP000821","SPE000328-TOP000821-covers","covers",1.000000238418579,323
"SPE000001","TOP000822","SPE000328-TOP000822-covers","covers",1.000000238418579,323
"SPE000001","SPE000332","SPE000332-delivered","delivered",1.0,327
"SPE000001","TOP000830","SPE000332-TOP000830-covers","covers",1.000000238418579,327
"SPE000001","TOP000831","SPE000332-TOP000831-covers","covers",1.000000238418579,327
"SPE000001","TOP000832","SPE000332-TOP000832-covers","covers",1.000000238418579,327
"SPE000001","SPE000339","SPE000339-delivered","delivered",1.0,334
"SPE000001","TOP000851","SPE000339-TOP000851-covers","covers",1.000000238418579,334
"SPE000001","TOP000852","SPE000339-TOP000852-covers","covers",1.000000238418579,334
"SPE000001","TOP000853","SPE000339-TOP000853-covers","covers",1.000000238418579,334
"SPE000001","SPE000342","SPE000342-delivered","delivered",1.0,337
"SPE000001","TOP000858","SPE000342-TOP000858-covers","covers",1.000000238418579,337
"SPE000001","TOP000859","SPE000342-TOP000859-covers","covers",1.000000238418579,337
"SPE000001","TOP000860","SPE000342-TOP000860-covers","covers",1.000000238418579,337
"SPE000001","SPE000353","SPE000353-delivered","delivered",1.0,349
"SPE000001","TOP000884","SPE000353-TOP000884-covers","covers",1.000000238418579,349
"SPE000001","TOP000885","SPE000353-TOP000885-covers","covers",1.000000238418579,349
"SPE000001","TOP000886","SPE000353-TOP000886-covers","covers",1.000000238418579,349
"SPE000001","SPE000356","SPE000356-delivered","delivered",1.0,352
"SPE000001","TOP000890","SPE000356-TOP000890-covers","covers",1.000000238418579,352
"SPE000001","TOP000891","SPE000356-TOP000891-covers","covers",1.000000238418579,352
"SPE000001","TOP000892","SPE000356-TOP000892-covers","covers",1.000000238418579,352
"SPE000001","SPE000370","SPE000370-delivered","delivered",1.0,366
"SPE000001","TOP000926","SPE000370-TOP000926-covers","covers",1.000000238418579,366
"SPE000001","TOP000927","SPE000370-TOP000927-covers","covers",1.000000238418579,366
"SPE000001","TOP000928","SPE000370-TOP000928-covers","covers",1.000000238418579,366
"SPE000001","SPE000373","SPE000373-delivered","delivered",1.0,369
"SPE000001","TOP000934","SPE000373-TOP000934-covers","covers",1.000000238418579,369
"SPE000001","TOP000935","SPE000373-TOP000935-covers","covers",1.000000238418579,369
"SPE000001","TOP000936","SPE000373-TOP000936-covers","covers",1.000000238418579,369
"SPE000001","SPE000376","SPE000376-delivered","delivered",1.0,372
"SPE000001","TOP000943","SPE000376-TOP000943-covers","covers",1.000000238418579,372
"SPE000001","TOP000944","SPE000376-TOP000944-covers","covers",1.000000238418579,372
"SPE000001","TOP000945","SPE000376-TOP000945-covers","covers",1.000000238418579,372
"SPE000001","SPE000377","SPE000377-delivered","delivered",1.0,373
