"id","type","label","source","title","subtitle","text_excerpt","source_row","confidence","aliases","mentions","iso"
"TOP002261","Topic","the Monetary Financial","","","","","",1.000000238418579,"['the Monetary Financial']",1.0,""
"TOP002262","Topic","Pro cyclicality and interconnectedness in the financial sector the European perspective Presentation by Sabine Lautenschl ger Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK at the Monetary Financial and Prudential Policy Interactions in the Post Crisis World conference organised by BoE HKMA IMF in Washington D C 9 November 2017 Pro cyclicality and interconnectedness in the financial sector the European perspective Presentation by Sabine Lautenschl ger Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK at the Monetary Financial and Prudential Policy Interactions in the Post Crisis World conference organised by BoE HKMA IMF in Washington D C 9 November 2017 Slides from the presentation","","","","","",1.0000001192092896,"['Pro cyclicality and interconnectedness in the financial sector the European perspective Presentation by Sabine Lautenschl ger Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK at the Monetary Financial and Prudential Policy Interactions in the Post Crisis World conference organised by BoE HKMA IMF in Washington D C 9 November 2017 Pro cyclicality and interconnectedness in the financial sector the European perspective Presentation by Sabine Lautenschl ger Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK at the Monetary Financial and Prudential Policy Interactions in the Post Crisis World conference organised by BoE HKMA IMF in Washington D C 9 November 2017 Slides from the presentation']",1.0,""
"TOP002263","Topic","the European perspective Presentation","","","","","",1.0000001192092896,"['the European perspective Presentation']",1.0,""
"DAT000638","Date","2017-11-09","","","","","","","","","2017-11-09"
"SPE000855","Speech","847:The future of finance and the outlook for regulation","","The future of finance and the outlook for regulation","Remarks by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the Financial Regulatory Outlook Conference organised by the Centre for International Governance Innovation and Oliver Wyman, Rome 9 November 2017","The future of finance and the outlook for regulation Remarks by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the Financial Regulatory Outlook Conference organised by the Centre for International Governance Innovation and Oliver Wyman, Rome 9 November 2017 Ladies and gentlemen, I am grateful to the organisers for the opportunity to publicly address some important issues related",847.0,"","","",""
"TOP002264","Topic","It is still premature to assess the strength of the current regulatory pushback but not soon enough to try to prevent its success","","","","","",1.000000238418579,"['It is still premature to assess the strength of the current regulatory pushback but not soon enough to try to prevent its success']",1.0,""
"TOP002265","Topic","As credit expanded and assets grew the share of the financial sector in total GROSS DOMESTIC PRODUCT increased exponentially","","","","","",1.000000238418579,"['As credit expanded and assets grew the share of the financial sector in total GROSS DOMESTIC PRODUCT increased exponentially']",2.0,""
"TOP002266","Topic","more than three times the annual output","","","","","",1.000000238418579,"['more than three times the annual output']",1.0,""
"SPE000856","Speech","848:European banks – The quest for the best business model","","European banks – The quest for the best business model","by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, EUROPEAN CENTRAL BANK Forum on Banking Supervision, Frankfurt, 7 November 2017","European banks – The quest for the best business model Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, EUROPEAN CENTRAL BANK Forum on Banking Supervision, Frankfurt, 7 November 2017 The banking sector is going through tough times. Having emerged from a major crisis, it faces challenges",848.0,"","","",""
"TOP002267","Topic","So there is a need for consolidation consolidation which leads to stronger banks with viable business models","","","","","",1.000000238418579,"['So there is a need for consolidation consolidation which leads to stronger banks with viable business models']",1.0,""
"TOP002268","Topic","But how large do these networks actually need to be in this age of digital banking","","","","","",1.000000238418579,"['But how large do these networks actually need to be in this age of digital banking']",1.0,""
"TOP002269","Topic","Society benefits in any case but so do the banks","","","","","",1.000000238418579,"['Society benefits in any case but so do the banks']",1.0,""
"DAT000639","Date","2017-11-07","","","","","","","","","2017-11-07"
"SPE000857","Speech","849:European banking supervision three years on","","European banking supervision three years on","Welcome remarks by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the second EUROPEAN CENTRAL BANK Forum on Banking Supervision, Frankfurt am Main, 7 November 2017","European banking supervision three years on Welcome remarks by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the second EUROPEAN CENTRAL BANK Forum on Banking Supervision, Frankfurt am Main, 7 November 2017 It is my pleasure to welcome you to this second EUROPEAN CENTRAL BANK Forum on Banking Supervision. When I spoke at the Forum in 2015, European banking supervision had only been in o",849.0,"","","",""
"TOP002270","Topic","The total capital ratio of banks supervised by the EUROPEAN CENTRAL BANK has increased by more than 170 basis points since early 2015","","","","","",1.000000238418579,"['The total capital ratio of banks supervised by the EUROPEAN CENTRAL BANK has increased by more than 170 basis points since early 2015']",1.0,""
"TOP002271","Topic","But with a strong supervisor ensuring well capitalised banks the quality of lending tends to be higher","","","","","",1.000000238418579,"['But with a strong supervisor ensuring well capitalised banks the quality of lending tends to be higher']",1.0,""
"TOP002272","Topic","banks health and credit growth","","","","","",1.000000238418579,"['banks health and credit growth']",1.0,""
"SPE000858","Speech","850:Europe in transformation: Structural, regulatory and technological challenges for the markets of tomorrow","","Europe in transformation: Structural, regulatory and technological challenges for the markets of tomorrow","by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Slovenian Banking Days conference, Brdo pri Kranju, Slovenia, 6 November 2017","Europe in transformation: Structural, regulatory and technological challenges for the markets of tomorrow Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Slovenian Banking Days conference, Brdo pri Kranju, Slovenia, 6 November 2017 Banks play a vital role in the economy, matching surplus funds from savers to those wishing to invest in profitable projects –",850.0,"","","",""
"TOP002273","Topic","The creation of Europe wide banking groups would help break the bank sovereign nexus and the consequent fragmentation of bank lending along national lines and through national interference that so marked the crisis","","","","","",1.000000238418579,"['The creation of Europe wide banking groups would help break the bank sovereign nexus and the consequent fragmentation of bank lending along national lines and through national interference that so marked the crisis']",1.0,""
"TOP002274","Topic","Although progress has been made on this front with 25 fewer credit institutions in the euro area now than in 2008 1 there is considerable scope for consolidation within some countries and across borders","","","","","",1.000000238418579,"['Although progress has been made on this front with 25 fewer credit institutions in the euro area now than in 2008 1 there is considerable scope for consolidation within some countries and across borders']",1.0,""
"TOP002275","Topic","There has of course always been some limited competition between banks customers could obtain a credit card from another bank and even change banks although they seldom did","","","","","",1.000000238418579,"['There has of course always been some limited competition between banks customers could obtain a credit card from another bank and even change banks although they seldom did']",1.0,""
"DAT000640","Date","2017-11-06","","","","","","","","","2017-11-06"
"SPE000859","Speech","851:Opening remarks","","Opening remarks","Speaking points by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Workshop on “Money markets, monetary policy implementation and central bank balance sheets”, Frankfurt am Main, 6 November 2017","Opening remarks Speaking points by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Workshop on “Money markets, monetary policy implementation and central bank balance sheets”, Frankfurt am Main, 6 November 2017 Introduction It is my pleasure to welcome you to this year’s edition of the EUROPEAN CENTRAL BANK´s Workshop on “Money markets, monetar",851.0,"","","",""
"TOP002276","Topic","Some measures of underlying inflation have ticked up over recent months but have yet to show more convincing signs of a sustained upward trend","","","","","",1.000000238418579,"['Some measures of underlying inflation have ticked up over recent months but have yet to show more convincing signs of a sustained upward trend']",1.0,""
"TOP002277","Topic","This decision was taken against the backdrop of the solid and broad based economic expansion which the euro area continues to experience","","","","","",1.000000238418579,"['This decision was taken against the backdrop of the solid and broad based economic expansion which the euro area continues to experience']",1.0,""
"TOP002278","Topic","Of course rate based indicators do not give direct evidence of the degree to which trading is taking place across borders","","","","","",1.000000238418579,"['Of course rate based indicators do not give direct evidence of the degree to which trading is taking place across borders']",1.0,""
"SPE000860","Speech","852:Monetary policy, exchange rates and capital flows","","Monetary policy, exchange rates and capital flows","by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the 18th Jacques Polak Annual Research Conference hosted by the International Monetary Fund, Washington D.C., 3 November 2017","Monetary policy, exchange rates and capital flows Speech by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the 18th Jacques Polak Annual Research Conference hosted by the International Monetary Fund, Washington D.C., 3 November 2017 Central bank asset purchase programmes are often catalysts for significant cross-border capital flows. [1] By compressing the (excess) re",852.0,"","","",""
"TOP002279","Topic","And because monetary policy away from the zero lower bound predominantly sends signals about the current level of central bank interest rates and because the term premium the additional return that investors demand for the risks incurred by not simply rolling over a series of short term bonds was typically contained at shorter horizons it is not surprising to see a strong correlation between short term interest rates and the exchange rate","","","","","",1.000000238418579,"['And because monetary policy away from the zero lower bound predominantly sends signals about the current level of central bank interest rates and because the term premium the additional return that investors demand for the risks incurred by not simply rolling over a series of short term bonds was typically contained at shorter horizons it is not surprising to see a strong correlation between short term interest rates and the exchange rate']",1.0,""
"TOP002280","Topic","On the left hand side you can see that in the past there has often been an intimate relationship between short term interest rate differentials measured here using bonds with a maturity of two years and movements in the exchange rate at least for the euro and UNITED STATES dollar pair","","","","","",1.000000238418579,"['On the left hand side you can see that in the past there has often been an intimate relationship between short term interest rate differentials measured here using bonds with a maturity of two years and movements in the exchange rate at least for the euro and UNITED STATES dollar pair']",1.0,""
"TOP002281","Topic","That is policy might have become less effective once it started working its way mainly through long term rather than short term interest rates via for example sovereign bond purchases","","","","","",1.000000238418579,"['That is policy might have become less effective once it started working its way mainly through long term rather than short term interest rates via for example sovereign bond purchases']",1.0,""
"DAT000641","Date","2017-11-03","","","","","","","","","2017-11-03"
"SPE000861","Speech","853:EMU - how much federalism?","","EMU - how much federalism?","Keynote Address by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the 5th Frankfurt Conference on Financial Market Policy, organised by the SAFE Policy Center of Goethe University, Frankfurt am Main, 27 October 2017","EMU - how much federalism? Keynote Address by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the 5th Frankfurt Conference on Financial Market Policy, organised by the SAFE Policy Center of Goethe University, Frankfurt am Main, 27 October 2017 Ladies and gentlemen, I would like to thank the organisers Jan-Peter Krahnen and Hans-Helmut Kotz for inviting me to speak at th",853.0,"","","",""
"TOP002282","Topic","Last week the European Council welcomed the significant progress made by Member States in preparing a Permanent Structured Cooperation PESCO in the field of defence and the work done on the Commission s proposal for a European Defence Industrial Development Programme EDIDP","","","","","",1.000000238418579,"['Last week the European Council welcomed the significant progress made by Member States in preparing a Permanent Structured Cooperation PESCO in the field of defence and the work done on the Commission s proposal for a European Defence Industrial Development Programme EDIDP']",1.0,""
"TOP002283","Topic","But that does not mean that they reject the process of federalism which is to say the dynamic allocation and reallocation of responsibilities to different levels of government according to the preferences and needs of the time","","","","","",1.000000238418579,"['But that does not mean that they reject the process of federalism which is to say the dynamic allocation and reallocation of responsibilities to different levels of government according to the preferences and needs of the time']",1.0,""
"TOP002284","Topic","I will then drawing on the economic concept of fiscal federalism look more at the question of how much federalism focusing on issue of risk sharing and the role of different levels of governance within EMU","","","","","",1.000000238418579,"['I will then drawing on the economic concept of fiscal federalism look more at the question of how much federalism focusing on issue of risk sharing and the role of different levels of governance within EMU']",1.0,""
"DAT000642","Date","2017-10-27","","","","","","","","","2017-10-27"
"SPE000862","Speech","854:Structural reforms in the euro area","","Structural reforms in the euro area","Introductory remarks by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK conference “Structural reforms in the euro area”, Frankfurt am Main, 18 October 2017","Structural reforms in the euro area Introductory remarks by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK conference “Structural reforms in the euro area”, Frankfurt am Main, 18 October 2017 It is my pleasure to welcome you all to this conference on structural reforms in the euro area. As you know, “structural reforms” has become something of a contested term i",854.0,"","","",""
"TOP002285","Topic","GROSS DOMESTIC PRODUCT per capita rebounded faster and unemployment fell more 1 And looking at the last 15 to 20 years so over the full cycle euro area countries with sound economic structures at the outset have shown much higher long term real growth","","","","","",1.000000238418579,"['GROSS DOMESTIC PRODUCT per capita rebounded faster and unemployment fell more 1 And looking at the last 15 to 20 years so over the full cycle euro area countries with sound economic structures at the outset have shown much higher long term real growth']",1.0,""
"TOP002286","Topic","For many it describes a pragmatic policy agenda to raise long term growth and accelerate adjustment to shocks which is essential for countries in a monetary union","","","","","",1.000000238418579,"['For many it describes a pragmatic policy agenda to raise long term growth and accelerate adjustment to shocks which is essential for countries in a monetary union']",1.0,""
"TOP002287","Topic","Second we should evaluate how the design of reforms and the overall policy mix affect the impact of structural policies especially during a downturn","","","","","",1.000000238418579,"['Second we should evaluate how the design of reforms and the overall policy mix affect the impact of structural policies especially during a downturn']",1.0,""
"DAT000643","Date","2017-10-18","","","","","","","","","2017-10-18"
"SPE000863","Speech","855:The evolving risk landscape in the euro area","","The evolving risk landscape in the euro area","by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the Banco de Portugal Conference on Financial Stability, Lisbon, 17 October 2017","The evolving risk landscape in the euro area Speech by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the Banco de Portugal Conference on Financial Stability, Lisbon, 17 October 2017 Ladies and Gentlemen, I am grateful for the opportunity to address you today at this relevant conference on financial stability and macroprudential policy and particularly pleased for doing it at a ",855.0,"","","",""
"TOP002288","Topic","the consequent asset price downward corrections","","","","","",1.000000238418579,"['the consequent asset price downward corrections']",1.0,""
"TOP002289","Topic","the economies productive capacity","","","","","",1.000000238418579,"['the economies productive capacity']",1.0,""
"DAT000644","Date","2017-10-17","","","","","","","","","2017-10-17"
"SPE000864","Speech","856:Dealing with a globalised banking sector","","Dealing with a globalised banking sector","Statement by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at George Washington University Law School, Washington D.C., 16 October 2017","Dealing with a globalised banking sector Statement by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at George Washington University Law School, Washington D.C., 16 October 2017 Ladies and gentlemen, Today we can look back on nearly a decade of rule-making. Following the financial crisis of 200",856.0,"","","",""
"TOP002290","Topic","Banks are better prepared for a potential drying up of liquidity sources as the quantitative and qualitative requirements regarding liquidity management have risen significantly","","","","","",1.000000238418579,"['Banks are better prepared for a potential drying up of liquidity sources as the quantitative and qualitative requirements regarding liquidity management have risen significantly']",1.0,""
"TOP002291","Topic","Well no such rules do not exist","","","","","",1.000000238418579,"['Well no such rules do not exist']",1.0,""
"TOP002292","Topic","potential economic downturns","","","","","",1.000000238418579,"['potential economic downturns']",1.0,""
"DAT000645","Date","2017-10-16","","","","","","","","","2017-10-16"
"SPE000865","Speech","857:Growth in a more resilient Euro area","","Growth in a more resilient Euro area","Remarks by Vítor Constâncio, Vice-President of the European Central Bank, on a panel entitled “The Global Economy: Prospects for Broad-Based Growth” at the 32nd Annual G30 International Banking Seminar, Washington D.C., 15 October 2017","Growth in a more resilient Euro area Remarks by Vítor Constâncio, Vice-President of the European Central Bank, on a panel entitled “The Global Economy: Prospects for Broad-Based Growth” at the 32nd Annual G30 International Banking Seminar, Washington D.C., 15 October 2017 Ladies and Gentlemen, It is a great pleasure to be part of such a distinguished panel. In my remarks today, I would like to ref",857.0,"","","",""
"TOP002293","Topic","In doing so I will outline the role monetary policy has played and will continue to play in supporting the recovery while also touching upon some of the additional policies required to firmly secure a self sustained recovery","","","","","",1.000000238418579,"['In doing so I will outline the role monetary policy has played and will continue to play in supporting the recovery while also touching upon some of the additional policies required to firmly secure a self sustained recovery']",1.0,""
"TOP002294","Topic","We remain confident that the continued closing of the output gap will lead inflation to return to our medium term objective yet this return remains conditional on a very substantial degree of monetary accommodation","","","","","",1.000000238418579,"['We remain confident that the continued closing of the output gap will lead inflation to return to our medium term objective yet this return remains conditional on a very substantial degree of monetary accommodation']",1.0,""
"TOP002295","Topic","Table 1 Comparison of forecasts for euro area real GROSS DOMESTIC PRODUCT growth annual percentage changes","","","","","",1.000000238418579,"['Table 1 Comparison of forecasts for euro area real GROSS DOMESTIC PRODUCT growth annual percentage changes']",1.0,""
"DAT000646","Date","2017-10-15","","","","","","","","","2017-10-15"
"SPE000866","Speech","858:Is small beautiful? Supervision, regulation and the size of banks","","Is small beautiful? Supervision, regulation and the size of banks","Statement by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at an IMF seminar, Washington D.C., 14 October 2017","Is small beautiful? Supervision, regulation and the size of banks Statement by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at an IMF seminar, Washington D.C., 14 October 2017 The call for greater proportionality in banking regulation and supervision is growing louder – not just in the United",858.0,"","","",""
"TOP002296","Topic","Both quantitative and qualitative criteria need to be assessed when considering where to draw the line between small and large banks","","","","","",1.000000238418579,"['Both quantitative and qualitative criteria need to be assessed when considering where to draw the line between small and large banks']",1.0,""
"TOP002297","Topic","Banks with trading books below 300 million could use a simpler standardised approach to calculate market risk","","","","","",1.000000238418579,"['Banks with trading books below 300 million could use a simpler standardised approach to calculate market risk']",1.0,""
"TOP002298","Topic","integrated cooperative structures","","","","","",1.000000238418579,"['integrated cooperative structures']",1.0,""
"DAT000647","Date","2017-10-14","","","","","","","","","2017-10-14"
"SPE000867","Speech","859:State of play in the European banking sector","","State of play in the European banking sector","by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, IIF Annual Meeting, Washington D.C., 13 October 2017","State of play in the European banking sector Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, IIF Annual Meeting, Washington D.C., 13 October 2017 It is quite difficult to present my views on the state of the euro area banking sector in such a short statement – there are more than 100 l",859.0,"","","",""
"TOP002299","Topic","It brings new opportunities but also new competitors for each and every bank","","","","","",1.000000238418579,"['It brings new opportunities but also new competitors for each and every bank']",1.0,""
"TOP002300","Topic","Interest rates are still low weighing on the profits of many banks","","","","","",1.000000238418579,"['Interest rates are still low weighing on the profits of many banks']",1.0,""
"TOP002301","Topic","And the good news is that it is possible to do so","","","","","",1.000000238418579,"['And the good news is that it is possible to do so']",1.0,""
"DAT000648","Date","2017-10-13","","","","","","","","","2017-10-13"
"SPE000868","Speech","860:IMFC Statement","","IMFC Statement","Statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the thirty-sixth meeting of the International Monetary and Financial Committee, Washington D.C., 13 October 2017","IMFC Statement Statement by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the thirty-sixth meeting of the International Monetary and Financial Committee, Washington D.C., 13 October 2017 The euro area’s economic expansion, supported by the EUROPEAN CENTRAL BANK’s monetary policy measures, continues to be firm and broad-based across countries and sectors. The economy has now expanded for",860.0,"","","",""
"TOP002302","Topic","As affirmed by the Governing Council at its last monetary policy meeting on 7 September we expect the key EUROPEAN CENTRAL BANK interest rates to remain at present levels for an extended period of time and well past the horizon of the net asset purchases","","","","","",1.000000238418579,"['As affirmed by the Governing Council at its last monetary policy meeting on 7 September we expect the key EUROPEAN CENTRAL BANK interest rates to remain at present levels for an extended period of time and well past the horizon of the net asset purchases', 'As the Governing Council affirmed at its last monetary policy meeting on 9 March we continue to expect the key EUROPEAN CENTRAL BANK interest rates to remain at present or lower levels for an extended period of time and well past the horizon of the net asset purchases']",2.0,""
"TOP002303","Topic","However progress towards a durable and self sustaining convergence of inflation towards our objective is not yet sufficiently convincing","","","","","",1.000000238418579,"['However progress towards a durable and self sustaining convergence of inflation towards our objective is not yet sufficiently convincing']",1.0,""
"TOP002304","Topic","other economic policy areas","","","","","",1.000000238418579,"['other economic policy areas']",1.0,""
"SPE000869","Speech","861:Growth and resilience in the euro area","","Growth and resilience in the euro area","Presentation by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the conference on “The Quest for Normality in an Uncertain World”, Washington D.C., 13 October 2017","Growth and resilience in the euro area Presentation by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the conference on “The Quest for Normality in an Uncertain World”, Washington D.C., 13 October 2017 Intervention based on the Vice-President’s remarks at the Forum Villa d’Este, Cernobbio, on 1 September 2017 Slides from the presentation",861.0,"","","",""
"TOP002305","Topic","Growth and resilience in the euro area Presentation by V tor Const ncio Vice President of the EUROPEAN CENTRAL BANK at the conference on The Quest for Normality in an Uncertain World Washington D C 13 October 2017 Growth and resilience in the euro area Presentation by V tor Const ncio Vice President of the EUROPEAN CENTRAL BANK at the conference on The Quest for Normality in an Uncertain World Washington D C 13 October 2017 Intervention based on the Vice President s remarks at the Forum Villa d Este Cernobbio on 1 September 2017 Slides from the presentation","","","","","",1.0000001192092896,"['Growth and resilience in the euro area Presentation by V tor Const ncio Vice President of the EUROPEAN CENTRAL BANK at the conference on The Quest for Normality in an Uncertain World Washington D C 13 October 2017 Growth and resilience in the euro area Presentation by V tor Const ncio Vice President of the EUROPEAN CENTRAL BANK at the conference on The Quest for Normality in an Uncertain World Washington D C 13 October 2017 Intervention based on the Vice President s remarks at the Forum Villa d Este Cernobbio on 1 September 2017 Slides from the presentation']",1.0,""
"TOP002306","Topic","The Quest for Normality","","","","","",1.0000001192092896,"['The Quest for Normality']",1.0,""
"TOP002307","Topic","13 October 2017 Growth","","","","","",1.0000001192092896,"['13 October 2017 Growth']",1.0,""
"SPE000870","Speech","862:The known unknowns of financial regulation","","The known unknowns of financial regulation","Panel contribution by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the conference on Rethinking Macroeconomic Policy IV, Washington D.C., 12 October 2017","The known unknowns of financial regulation Panel contribution by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the conference on Rethinking Macroeconomic Policy IV, Washington D.C., 12 October 2017 Financial intermediation is at a crossroads. Arguably, never before in history have banks faced as many significant challenges as they do today. Exceptionally low interest",862.0,"","","",""
"TOP002308","Topic","Although technological progress has often probed the adaptability and flexibility of financial intermediaries in the past the speed and scope of current innovations has the potential to change more radically the way financial services are provided to households and firms","","","","","",1.000000238418579,"['Although technological progress has often probed the adaptability and flexibility of financial intermediaries in the past the speed and scope of current innovations has the potential to change more radically the way financial services are provided to households and firms']",1.0,""
"TOP002309","Topic","The first is that policymakers would need to specify better their loss function giving clear weights to different and potentially conflicting objectives","","","","","",1.000000238418579,"['The first is that policymakers would need to specify better their loss function giving clear weights to different and potentially conflicting objectives']",1.0,""
"TOP002310","Topic","central clearing counterparties","","","","","",1.000000238418579,"['central clearing counterparties']",1.0,""
"DAT000649","Date","2017-10-12","","","","","","","","","2017-10-12"
"SPE000871","Speech","863:Monetary policy and the euro area economic expansion","","Monetary policy and the euro area economic expansion","Remarks by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the JP Morgan Seminar entitled “Euro Zone: Will the European Recovery Continue?”, Washington D.C., 12 October 2017","Monetary policy and the euro area economic expansion Remarks by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the JP Morgan Seminar entitled “Euro Zone: Will the European Recovery Continue?”, Washington D.C., 12 October 2017 The monetary policy measures introduced by the EUROPEAN CENTRAL BANK since June 2014 have played a pivotal role in supporting the economy and hav",863.0,"","","",""
"TOP002311","Topic","Employment growth together with the gradual increase in employee compensation supports households disposable income and is underpinning solid consumption dynamics","","","","","",1.000000238418579,"['Employment growth together with the gradual increase in employee compensation supports households disposable income and is underpinning solid consumption dynamics']",1.0,""
"TOP002312","Topic","the current cyclical momentum","","","","","",1.000000238418579,"['the current cyclical momentum']",1.0,""
"SPE000872","Speech","864:Maintaining price stability with unconventional monetary policy measures","","Maintaining price stability with unconventional monetary policy measures","by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the SUERF Conference, New York, 11 October 2017","Maintaining price stability with unconventional monetary policy measures Speech by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the SUERF Conference, New York, 11 October 2017 *The text of this speech is broadly the same as my remarks at the MMF Monetary and Financial Policy Conference, in London, on 2 October 2017* The euro area continues to experience a solid, broa",864.0,"","","",""
"TOP002313","Topic","Moreover in March 2016 the Governing Council also reactivated the TLTROs to prevent the market turmoil that prevailed at the start of 2016 from undermining the progress that had previously materialised with regard to bank intermediation","","","","","",1.000000238418579,"['Moreover in March 2016 the Governing Council also reactivated the TLTROs to prevent the market turmoil that prevailed at the start of 2016 from undermining the progress that had previously materialised with regard to bank intermediation', 'Moreover it reactivated the TLTROs to prevent the market turmoil that prevailed at that time from undermining the progress that had previously materialised with regard to bank intermediation']",2.0,""
"TOP002314","Topic","bank lending conditions","","","","","",1.000000238418579,"['bank lending conditions']",1.0,""
"DAT000650","Date","2017-10-11","","","","","","","","","2017-10-11"
"SPE000873","Speech","865:Between low interest rates and bond purchases - has European monetary policy reached a dead end?","","Between low interest rates and bond purchases - has European monetary policy reached a dead end?","by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, Hohenheim University, Stuttgart, 9 October 2017","Between low interest rates and bond purchases - has European monetary policy reached a dead end? Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, Hohenheim University, Stuttgart, 9 October 2017 [ This text has been amended on 12 October 2017 to correct a translation error from the origi",865.0,"","","",""
"TOP002315","Topic","Once again the banks were at risk this time because they had many government bonds on their balance sheets","","","","","",1.000000238418579,"['Once again the banks were at risk this time because they had many government bonds on their balance sheets']",1.0,""
"TOP002316","Topic","Well that was 17 years ago and we all know that history can change course in an instant","","","","","",1.000000238418579,"['Well that was 17 years ago and we all know that history can change course in an instant']",1.0,""
"TOP002317","Topic","That was a sound decision in principle but it sent the markets into a tailspin","","","","","",1.000000238418579,"['That was a sound decision in principle but it sent the markets into a tailspin']",1.0,""
"DAT000651","Date","2017-10-09","","","","","","","","","2017-10-09"
"SPE000874","Speech","866:Economic Policy and the Need for Humility","","Economic Policy and the Need for Humility","by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Conference “Banking and Financial Regulation”, Bocconi University, 9 October 2017","Economic Policy and the Need for Humility Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Conference “Banking and Financial Regulation”, Bocconi University, 9 October 2017 “[…] five years from now the dynamic stochastic general equilibrium model that central bankers worship like Baal will still be there. There will be a few changes to the parameters, and m",866.0,"","","",""
"TOP002318","Topic","Before the financial crisis many distinguished policy makers and academics treated economics and finance as if it had attained something of a natural science replete with regularities upon which most economists could and seemingly did agree","","","","","",1.000000238418579,"['Before the financial crisis many distinguished policy makers and academics treated economics and finance as if it had attained something of a natural science replete with regularities upon which most economists could and seemingly did agree']",1.0,""
"TOP002319","Topic","Experience judgement and the acknowledgement of uncertainty are key parts of that environment and key parts of the policy maker s outlook","","","","","",1.000000238418579,"['Experience judgement and the acknowledgement of uncertainty are key parts of that environment and key parts of the policy maker s outlook']",1.0,""
"TOP002320","Topic","former Federal Reserve Chairman Alan Greenspan","","","","","",1.000000238418579,"['former Federal Reserve Chairman Alan Greenspan']",1.0,""
