id,type,label,source_row,title,subtitle,text_excerpt,confidence,aliases,mentions,iso
TOP001323,Topic,This would not be acceptable however as it would be tantamount to outsourcing the provision of central bank money,510,,,,1.0,['This would not be acceptable however as it would be tantamount to outsourcing the provision of central bank money'],1.0,
TOP001324,Topic,potentially systemic implications 16,510,,,,1.0,['potentially systemic implications 16'],1.0,
TOP001325,Topic,traditional intermediation 12,510,,,,1.0,['traditional intermediation 12'],1.0,
DAT000389,Date,2020-11-27,510,,,,,,,2020-11-27
SPE000441,Speech,Monetary policy in a pandemic: ensuring favourable financing conditions,511,Monetary policy in a pandemic: ensuring favourable financing conditions,"by Philip R. Lane, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Economics Department and IM-TCD, Trinity College Dublin","Monetary policy in a pandemic: ensuring favourable financing conditions Speech by Philip R. Lane, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Economics Department and IM-TCD, Trinity College Dublin 26 November 2020 Introduction My aim in this speech today is to explain the role of monetary policy in the pandemic, with a natural focus on the EUROPEAN CENTRAL BANK and the euro",,,,
TOP001326,Topic,The stabilisation function which is facilitated by the ability to purchase volumes in a flexible manner over time across asset classes and countries has been successful in addressing fragmentation risks has provided a stabilising force for markets and has helped to reverse the tightening in financial conditions that was observed earlier in the year as illustrated by the convergence of the euro area GROSS DOMESTIC PRODUCT weighted sovereign yield curve to the overnight indexed swap OIS curve which is an important indicator of the euro area risk free term structure Chart 1 5,511,,,,1.0,['The stabilisation function which is facilitated by the ability to purchase volumes in a flexible manner over time across asset classes and countries has been successful in addressing fragmentation risks has provided a stabilising force for markets and has helped to reverse the tightening in financial conditions that was observed earlier in the year as illustrated by the convergence of the euro area GROSS DOMESTIC PRODUCT weighted sovereign yield curve to the overnight indexed swap OIS curve which is an important indicator of the euro area risk free term structure Chart 1 5'],1.0,
TOP001327,Topic,the current economic and financial challenges,511,,,,1.0,['the current economic and financial challenges'],1.0,
TOP001328,Topic,the European banking supervision,511,,,,1.0,"['European banking supervision call', 'the European banking supervision']",2.0,
DAT000390,Date,2020-11-26,511,,,,,,,2020-11-26
SPE000442,Speech,"IMF Policy dialogue: New policy frameworks for a ""Lower-for-Longer"" world",512,"IMF Policy dialogue: New policy frameworks for a ""Lower-for-Longer"" world",,,,,,
TOP001329,Topic,a Lower for Longer world,512,,,,1.0,['a Lower for Longer world'],1.0,
TOP001330,Topic,IMF Policy dialogue,512,,,,1.0,['IMF Policy dialogue'],1.0,
TOP001331,Topic,New policy frameworks for a Lower for Longer world | New policy frameworks,512,,,,0.9335541725158691,['New policy frameworks for a Lower for Longer world | New policy frameworks'],1.0,
DAT000391,Date,2020-11-24,512,,,,,,,2020-11-24
SPE000443,Speech,COVID-19 and monetary policy: Reinforcing prevailing challenges,513,COVID-19 and monetary policy: Reinforcing prevailing challenges,"by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at The Bank of Finland Monetary Policy webinar: New Challenges to Monetary Policy Strategies","COVID-19 and monetary policy: Reinforcing prevailing challenges Speech by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at The Bank of Finland Monetary Policy webinar: New Challenges to Monetary Policy Strategies Frankfurt am Main, 24 November 2020 The pandemic has tested many parts of our societies and economies in ways we had never expected. Nine months into one of",,,,
TOP001332,Topic,Slide 5 Monetary policy most effective in stressed conditions deposit rates often floored at 0 But empirical evidence also suggests that the marginal effects of financial conditions on output and inflation become less clear when the economy is recovering or expanding 6 It is likely that this state contingent effectiveness of monetary policy is also at play in current times,513,,,,1.0,['Slide 5 Monetary policy most effective in stressed conditions deposit rates often floored at 0 But empirical evidence also suggests that the marginal effects of financial conditions on output and inflation become less clear when the economy is recovering or expanding 6 It is likely that this state contingent effectiveness of monetary policy is also at play in current times'],1.0,
TOP001333,Topic,The pandemic has tested many parts of our societies and economies in ways we had never expected,513,,,,1.0,['The pandemic has tested many parts of our societies and economies in ways we had never expected'],1.0,
TOP001334,Topic,Since 2014 it has averaged just 0 8 see slide 2,513,,,,1.0,['Since 2014 it has averaged just 0 8 see slide 2'],1.0,
SPE000444,Speech,Shifting tides in euro area money markets: from the global financial crisis to the COVID-19 pandemic,514,Shifting tides in euro area money markets: from the global financial crisis to the COVID-19 pandemic,"by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Conference on Money Markets, 23 November 2020","Shifting tides in euro area money markets: from the global financial crisis to the COVID-19 pandemic Speech by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Conference on Money Markets, 23 November 2020 Frankfurt am Main, 23 November 2020 I would like to welcome you warmly to our virtual EUROPEAN CENTRAL BANK Conference on Money Markets.[",,,,
TOP001335,Topic,the most topical research questions,514,,,,1.0,['the most topical research questions'],1.0,
TOP001336,Topic,private market rates,514,,,,1.0,['private market rates'],1.0,
TOP001337,Topic,the changing role,514,,,,1.0,['the changing role'],1.0,
DAT000392,Date,2020-11-23,514,,,,,,,2020-11-23
SPE000445,Speech,Fostering sustainable growth in Europe,515,Fostering sustainable growth in Europe,"Keynote speech by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, at the European Banking Congress","Fostering sustainable growth in Europe Keynote speech by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, at the European Banking Congress Frankfurt am Main, 20 November 2020 The coronavirus (COVID-19) pandemic has rightly focused minds on the here and now – on saving lives and securing livelihoods. Our immediate priority has been to protect the economy until widespread immunity is achie",,,,
TOP001338,Topic,One reason that early stage financing is lower in Europe is that national financial markets are fragmented funding high risk high reward technologies is much more effective when there is a larger stream of new projects to compensate for the fact that the majority of them will fail,515,,,,1.0,['One reason that early stage financing is lower in Europe is that national financial markets are fragmented funding high risk high reward technologies is much more effective when there is a larger stream of new projects to compensate for the fact that the majority of them will fail'],1.0,
TOP001339,Topic,Companies with new ideas need to be able to hire and achieve scale as fast as possible 13 The rate of firm creation is actually similar in the United States and Europe but UNITED STATES firms grow faster 14,515,,,,1.0,['Companies with new ideas need to be able to hire and achieve scale as fast as possible 13 The rate of firm creation is actually similar in the United States and Europe but UNITED STATES firms grow faster 14'],1.0,
TOP001340,Topic,Recent analysis shows that equity finance helps to reduce an economy s carbon footprint and to increase the rate of green innovation 16,515,,,,1.0,['Recent analysis shows that equity finance helps to reduce an economy s carbon footprint and to increase the rate of green innovation 16'],1.0,
DAT000393,Date,2020-11-20,515,,,,,,,2020-11-20
SPE000446,Speech,COVID-19 and the liquidity crisis of non-banks: lessons for the future,516,COVID-19 and the liquidity crisis of non-banks: lessons for the future,"by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, Financial Stability Conference on “Stress, Contagion, and Transmission” organised by the Federal Reserve Bank of Cleveland and the Office of Financial Research","COVID-19 and the liquidity crisis of non-banks: lessons for the future Speech by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, Financial Stability Conference on “Stress, Contagion, and Transmission” organised by the Federal Reserve Bank of Cleveland and the Office of Financial Research Frankfurt am Main, 19 November 2020 The reforms that followed the global financial",,,,
TOP001341,Topic,But the sharp increase in the yields of the safest global government bonds despite a flight to quality and their marked dislocations from both interest rate swap rates and spline curves suggest that more was going on see slide 5,516,,,,1.0,['But the sharp increase in the yields of the safest global government bonds despite a flight to quality and their marked dislocations from both interest rate swap rates and spline curves suggest that more was going on see slide 5'],1.0,
TOP001342,Topic,The expansion of the non bank sector The financial sector landscape in the euro area has changed significantly over the past decade,516,,,,1.0,['The expansion of the non bank sector The financial sector landscape in the euro area has changed significantly over the past decade'],1.0,
TOP001343,Topic,a bear market 9 Tentative evidence,516,,,,1.0,['a bear market 9 Tentative evidence'],1.0,
DAT000394,Date,2020-11-19,516,,,,,,,2020-11-19
TOP001344,Topic,people s employment and income prospects,517,,,,1.0,['people s employment and income prospects'],1.0,
TOP001345,Topic,the short and medium term,517,,,,1.0,['the short and medium term'],1.0,
SPE000447,Speech,The euro area financial sector in the pandemic crisis,518,The euro area financial sector in the pandemic crisis,"Keynote speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the 23rd EURO FINANCE WEEK","The euro area financial sector in the pandemic crisis Keynote speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the 23rd EURO FINANCE WEEK Frankfurt am Main, 16 November 2020 [updated on 16 November 2020 at 10:50 CET] I am honoured to open the 23rd Euro Finance Week. My remarks today will focus on two main issues. First, I will provide an overview of the current economic s",,,,
TOP001346,Topic,Consumers have adopted more cautious behaviour and the recent tightening of restrictions has notably targeted the services sector including hotels and restaurants arts and entertainment and tourism and travel,518,,,,1.0,['Consumers have adopted more cautious behaviour and the recent tightening of restrictions has notably targeted the services sector including hotels and restaurants arts and entertainment and tourism and travel'],1.0,
TOP001347,Topic,This profitability outlook is reflected in rock bottom bank valuations with the stock prices of euro area banks recovering less than the overall market over the summer,518,,,,1.0,['This profitability outlook is reflected in rock bottom bank valuations with the stock prices of euro area banks recovering less than the overall market over the summer'],1.0,
TOP001348,Topic,While its impact on the euro area economy should be contained such an outcome could amplify the macro financial risks to the euro area economic outlook,518,,,,1.0,['While its impact on the euro area economy should be contained such an outcome could amplify the macro financial risks to the euro area economic outlook'],1.0,
DAT000395,Date,2020-11-16,518,,,,,,,2020-11-16
SPE000448,Speech,Banking Union and Capital Markets Union after COVID-19,519,Banking Union and Capital Markets Union after COVID-19,"Keynote speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the CIRSF (Research Centre on Regulation and Supervision of the Financial Sector, Portugal) online Annual International Conference 2020 on Major Trends in Financial Regulation","Banking Union and Capital Markets Union after COVID-19 Keynote speech by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, at the CIRSF (Research Centre on Regulation and Supervision of the Financial Sector, Portugal) online Annual International Conference 2020 on Major Trends in Financial Regulation Frankfurt am Main, 12 November 2020 It is a great pleasure for me to open this virtual",,,,
TOP001349,Topic,Vulnerabilities in the financial sector include public and private debt accumulation increasing prospective credit losses and weaker profitability in the banking sector and greater risk taking in the non bank financial sector,519,,,,1.0,['Vulnerabilities in the financial sector include public and private debt accumulation increasing prospective credit losses and weaker profitability in the banking sector and greater risk taking in the non bank financial sector'],1.0,
TOP001350,Topic,Second national deposit insurance funds would be depleted more quickly than a larger and diversified European fund in particular in the case of a local shock,519,,,,1.0,['Second national deposit insurance funds would be depleted more quickly than a larger and diversified European fund in particular in the case of a local shock'],1.0,
TOP001351,Topic,Resolution may pose challenges for these banks whose business model may make it difficult to issue sufficient amounts of liabilities that can be bailed in,519,,,,1.0,['Resolution may pose challenges for these banks whose business model may make it difficult to issue sufficient amounts of liabilities that can be bailed in'],1.0,
DAT000396,Date,2020-11-12,519,,,,,,,2020-11-12
SPE000449,Speech,Monetary policy in a pandemic emergency,520,Monetary policy in a pandemic emergency,"Keynote speech by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Forum on Central Banking","Monetary policy in a pandemic emergency Keynote speech by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Forum on Central Banking Frankfurt am Main, 11 November 2020 Let me begin by welcoming all of you to this year’s EUROPEAN CENTRAL BANK Forum on Central Banking. Regrettably, we cannot be together in Sintra this time, but I trust that this virtual environ",,,,
TOP001352,Topic,And young people have been particularly affected seeing disproportionate lay offs and delayed entry into the labour market,520,,,,1.0,['And young people have been particularly affected seeing disproportionate lay offs and delayed entry into the labour market'],1.0,
TOP001353,Topic,And third these job losses hurt socio economic groups unevenly,520,,,,1.0,['And third these job losses hurt socio economic groups unevenly'],1.0,
TOP001354,Topic,the specific characteristics,520,,,,1.0,['the specific characteristics'],1.0,
DAT000397,Date,2020-11-11,520,,,,,,,2020-11-11
SPE000450,Speech,Unequal scars – distributional consequences of the pandemic,521,Unequal scars – distributional consequences of the pandemic,"by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the panel discussion “Verteilung der Lasten der Pandemie” (“Sharing the burden of the pandemic”), Deutscher Juristentag 2020","Unequal scars – distributional consequences of the pandemic Speech by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the panel discussion “Verteilung der Lasten der Pandemie” (“Sharing the burden of the pandemic”), Deutscher Juristentag 2020 Frankfurt am Main, 18 September 2020 The coronavirus (COVD-19) pandemic is the most severe crisis in post-war history.[1] It ",,,,
TOP001355,Topic,distributional consequences,521,,,,1.0,['distributional consequences'],1.0,
TOP001356,Topic,Unequal scars,521,,,,1.0,['Unequal scars'],1.0,
DAT000398,Date,2020-11-05,521,,,,,,,2020-11-05
SPE000451,Speech,Monetary policy in changing conditions,522,Monetary policy in changing conditions,"by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the second EBI Policy Conference on “Europe and the Covid-19 Crisis – Looking back and looking forward”","Monetary policy in changing conditions Speech by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the second EBI Policy Conference on “Europe and the Covid-19 Crisis – Looking back and looking forward” Frankfurt, 4 November 2020 Europe is in the midst of the second wave of the coronavirus (COVID-19) pandemic. Rising infection numbers across the euro area have made ne",,,,
TOP001357,Topic,Our deliberations will be informed by the December staff projections which will offer a first tentative assessment of how persistent the economic effects of the new containment measures are likely to be also taking into account the potential approval and distribution of a vaccine and th,522,,,,1.0,['Our deliberations will be informed by the December staff projections which will offer a first tentative assessment of how persistent the economic effects of the new containment measures are likely to be also taking into account the potential approval and distribution of a vaccine and th'],1.0,
TOP001358,Topic,Downside risks to the economic outlook from the second wave The exponential surge in new COVID 19 infections since early October has however visibly skewed the risks to the economic outlook for the fourth quarter of 2020 to the downside,522,,,,1.0,['Downside risks to the economic outlook from the second wave The exponential surge in new COVID 19 infections since early October has however visibly skewed the risks to the economic outlook for the fourth quarter of 2020 to the downside'],1.0,
TOP001359,Topic,The attractiveness of these operations was reflected in the large take up of funds in June and September see right chart slide 5,522,,,,1.0,['The attractiveness of these operations was reflected in the large take up of funds in June and September see right chart slide 5'],1.0,
DAT000399,Date,2020-11-04,522,,,,,,,2020-11-04
SPK000452,Speaker,Yves Mersch,523,,,,,,,
SPE000453,Speech,Q&A at UBS event,523,Q&A at UBS event,"Transcript of Q&A session following a fireside chat with Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at an online UBS event on the European economic and policy outlook, conducted on 30 October 2020","TRANSCRIPT Q&A at UBS event Transcript of Q&A session following a fireside chat with Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at an online UBS event on the European economic and policy outlook, conducted on 30 October 2020 4 November 2020 President Lagarde stressed in yesterday's decision that ther",,,,
TOP001360,Topic,It is also important that the confidence boost from the European action is being extended by a rapid implementation of the decisions that have been taken at the highest level in the European Council,523,,,,1.0,['It is also important that the confidence boost from the European action is being extended by a rapid implementation of the decisions that have been taken at the highest level in the European Council'],1.0,
TOP001361,Topic,And therefore before we can see what the economic consequences of this second wave are we need to take into account the scope of the shutdowns that are being engineered in the different countries,523,,,,1.0,['And therefore before we can see what the economic consequences of this second wave are we need to take into account the scope of the shutdowns that are being engineered in the different countries'],1.0,
TOP001362,Topic,Your Governing Council colleague Robert Holzmann this morning said that the EUROPEAN CENTRAL BANK may think of new instruments by December,523,,,,1.0,['Your Governing Council colleague Robert Holzmann this morning said that the EUROPEAN CENTRAL BANK may think of new instruments by December'],1.0,
SPE000454,Speech,The two sides of the (stable)coin,524,The two sides of the (stable)coin,"by Fabio Panetta, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at Il Salone dei Pagamenti 2020","The two sides of the (stable)coin Speech by Fabio Panetta, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at Il Salone dei Pagamenti 2020 Frankfurt am Main, 4 November 2020 The payments industry is undergoing a digital transformation, and this transformation is accelerating. We can now pay with cards that are stored in our mobile wallets, ready for a transaction to be initiated at the",,,,
TOP001363,Topic,In fact the perceived safety of a private settlement asset the stablecoin would come at the risk of relegating other settlement assets especially public assets to a minor role,524,,,,1.0,['In fact the perceived safety of a private settlement asset the stablecoin would come at the risk of relegating other settlement assets especially public assets to a minor role'],1.0,
TOP001364,Topic,For example Libra is an integrated construct that simultaneously encompasses a new settlement asset a new payment rail and new end user solutions,524,,,,1.0,['For example Libra is an integrated construct that simultaneously encompasses a new settlement asset a new payment rail and new end user solutions'],1.0,
TOP001365,Topic,They could be used by the big techs to offer innovative payment solutions that work both within and across national borders,524,,,,1.0,['They could be used by the big techs to offer innovative payment solutions that work both within and across national borders'],1.0,
SPE000455,Speech,Legal aspects of the EUROPEAN CENTRAL BANK’s response to the coronavirus (COVID-19) pandemic – an exclusive but narrow competence,525,Legal aspects of the EUROPEAN CENTRAL BANK’s response to the coronavirus (COVID-19) pandemic – an exclusive but narrow competence,"Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the ESCB Legal Conference","Legal aspects of the EUROPEAN CENTRAL BANK’s response to the coronavirus (COVID-19) pandemic – an exclusive but narrow competence Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the ESCB Legal Conference Frankfurt am Main, 2 November 2020 Exploring the legal framework governing the EU",,,,
TOP001366,Topic,First all the instruments deployed in response to the pandemic are provided for in primary EUROPEAN UNION law Article 18 1 of the Statute of the ESCB to achieve its objectives the EUROPEAN CENTRAL BANK may operate in the financial markets by buying and selling marketable instruments outright and may conduct credit operations based on adequate collateral,525,,,,1.0,['First all the instruments deployed in response to the pandemic are provided for in primary EUROPEAN UNION law Article 18 1 of the Statute of the ESCB to achieve its objectives the EUROPEAN CENTRAL BANK may operate in the financial markets by buying and selling marketable instruments outright and may conduct credit operations based on adequate collateral'],1.0,
TOP001367,Topic,the idiosyncratic economic and financial situation,525,,,,1.0,['the idiosyncratic economic and financial situation'],1.0,
TOP001368,Topic,a direct and targeted response,525,,,,1.0,['a direct and targeted response'],1.0,
DAT000400,Date,2020-11-02,525,,,,,,,2020-11-02
SPE000456,Speech,On the edge of a new frontier: European payments in the digital age,526,On the edge of a new frontier: European payments in the digital age,"Keynote speech by Fabio Panetta, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Conference “A new horizon for pan-European payments and digital euro”","On the edge of a new frontier: European payments in the digital age Keynote speech by Fabio Panetta, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Conference “A new horizon for pan-European payments and digital euro” Frankfurt am Main, 22 October 2020 Introduction It is a great pleasure for me to open this conference on the new horizon for European paymen",,,,
TOP001369,Topic,The parallel expansion,526,,,,1.0,['The parallel expansion'],1.0,
TOP001370,Topic,the evolving structure,526,,,,1.0,['the evolving structure'],1.0,
DAT000401,Date,2020-10-22,526,,,,,,,2020-10-22
SPE000457,Speech,Loukas Karabarbounis’s contribution to research on the interaction between labour and capital market imperfections and macroeconomic outcomes,527,Loukas Karabarbounis’s contribution to research on the interaction between labour and capital market imperfections and macroeconomic outcomes,"Remarks by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, on the occasion of the award of the Bernácer Prize to Professor Loukas Karabarbounis","Loukas Karabarbounis’s contribution to research on the interaction between labour and capital market imperfections and macroeconomic outcomes Remarks by Luis de Guindos, Vice-President of the EUROPEAN CENTRAL BANK, on the occasion of the award of the Bernácer Prize to Professor Loukas Karabarbounis Frankfurt am Main, 21 October 2020 It is a pleasure for me to celebrate with you the award of the 20",,,,
TOP001371,Topic,Using data on manufacturing rms for the period 1999 2012 and a model with size dependent nancial frictions Loukas and his co authors maintain that in southern European countries the decline in the real interest rates over the past 30 years has led to capital in ows mostly towards rms that have a higher net worth but are not necessarily more productive resulting in a signi cant decline in total factor productivity over time,527,,,,1.0,['Using data on manufacturing rms for the period 1999 2012 and a model with size dependent nancial frictions Loukas and his co authors maintain that in southern European countries the decline in the real interest rates over the past 30 years has led to capital in ows mostly towards rms that have a higher net worth but are not necessarily more productive resulting in a signi cant decline in total factor productivity over time'],1.0,
TOP001372,Topic,The first and most popular one is that the labour share is declining and the remuneration to capital remains subdued because owing to the increasing market power of firms a larger share of income goes to profits or mark ups,527,,,,1.0,['The first and most popular one is that the labour share is declining and the remuneration to capital remains subdued because owing to the increasing market power of firms a larger share of income goes to profits or mark ups'],1.0,
TOP001373,Topic,As in other studies he also demonstrates that the share of national income that accrues to capital or to the so called rental cost of capital does not rise sufficiently to offset the decline in payments to labour,527,,,,1.0,['As in other studies he also demonstrates that the share of national income that accrues to capital or to the so called rental cost of capital does not rise sufficiently to offset the decline in payments to labour'],1.0,
DAT000402,Date,2020-10-21,527,,,,,,,2020-10-21
SPE000458,Speech,International flows and the pandemic: evidence from the euro area,528,International flows and the pandemic: evidence from the euro area,"Presentation by Philip R. Lane, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the 1st Joint Workshop of Bank of England, Banque de France, IMF and OECD",,,,,
TOP001374,Topic,the 1st Joint Workshop,528,,,,1.0,['the 1st Joint Workshop'],1.0,
TOP001375,Topic,OECD,528,,,,1.0,['OECD'],1.0,
SPE000459,Speech,The EUROPEAN CENTRAL BANK’s monetary policy amid the pandemic,529,The EUROPEAN CENTRAL BANK’s monetary policy amid the pandemic,"Introductory remarks by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the MNI Connect Roundtable","The EUROPEAN CENTRAL BANK’s monetary policy amid the pandemic Introductory remarks by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the EUROPEAN CENTRAL BANK, at the MNI Connect Roundtable Virtual, 19 October 2020 I will provide a brief overview of our monetary policy amid the coronavirus (COVID-19) pandemic shock and against the",,,,
TOP001376,Topic,These estimates might even be conservative as they do not account for the benefit of preventing adverse non linear dynamics that could translate into a de anchoring of inflation expectations and cause large contractionary effects,529,,,,1.0,['These estimates might even be conservative as they do not account for the benefit of preventing adverse non linear dynamics that could translate into a de anchoring of inflation expectations and cause large contractionary effects'],1.0,
TOP001377,Topic,According to the September PMI indicator for instance overall euro area services business activity contracted when compared with August while manufacturing output continued to expand and at a better pace than in August,529,,,,1.0,['According to the September PMI indicator for instance overall euro area services business activity contracted when compared with August while manufacturing output continued to expand and at a better pace than in August'],1.0,
TOP001378,Topic,The economic outlook While euro area economic activity has rebounded strongly from the unprecedented collapse earlier this year the recovery remains incomplete and prone to setbacks,529,,,,1.0,['The economic outlook While euro area economic activity has rebounded strongly from the unprecedented collapse earlier this year the recovery remains incomplete and prone to setbacks'],1.0,
DAT000403,Date,2020-10-19,529,,,,,,,2020-10-19
SPE000460,Speech,Remarks at the G30 International Banking Seminar,530,Remarks at the G30 International Banking Seminar,"Contribution by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, during the session “Rebuilding and Sustaining Growth”","Remarks at the G30 International Banking Seminar Contribution by Christine Lagarde, President of the EUROPEAN CENTRAL BANK, during the session “Rebuilding and Sustaining Growth” Frankfurt am Main, 18 October 2020 The first phase of the coronavirus (COVID-19) crisis was an extraordinary challenge for public policy, but policy responses around the world converged fairly quickly. Governments everywhe",,,,
TOP001379,Topic,This presents a possible future of higher productivity growth less carbon intensive lifestyles and more democratised access to essential services,530,,,,1.0,['This presents a possible future of higher productivity growth less carbon intensive lifestyles and more democratised access to essential services'],1.0,
TOP001380,Topic,Nearly 50 of Europeans say they have worked from home during the pandemic and of those only 18 are in favour of a full return to the office 5,530,,,,1.0,['Nearly 50 of Europeans say they have worked from home during the pandemic and of those only 18 are in favour of a full return to the office 5'],1.0,
TOP001381,Topic,E commerce increased by almost one fifth in terms of volume of sales between February and August 2020 and online payments have surged,530,,,,1.0,['E commerce increased by almost one fifth in terms of volume of sales between February and August 2020 and online payments have surged'],1.0,
DAT000404,Date,2020-10-18,530,,,,,,,2020-10-18
TOP001382,Topic,At the same time well tailored structural measures facilitating the re allocation of resources over time to more viable sectors will be instrumental in minimising permanent damage to our economies and thus key for medium term growth and the inflation outlook,531,,,,1.0,['At the same time well tailored structural measures facilitating the re allocation of resources over time to more viable sectors will be instrumental in minimising permanent damage to our economies and thus key for medium term growth and the inflation outlook'],1.0,
TOP001383,Topic,Monetary policy Since our last IMFC meeting in April the EUROPEAN CENTRAL BANK s Governing Council has taken further decisive monetary policy measures to support the economy during its gradual reopening and to safeguard medium term price stability,531,,,,1.0,['Monetary policy Since our last IMFC meeting in April the EUROPEAN CENTRAL BANK s Governing Council has taken further decisive monetary policy measures to support the economy during its gradual reopening and to safeguard medium term price stability'],1.0,
TOP001384,Topic,Liquidity strains in the non bank financial sector amplified the market sell off and threatened to spill over to the broader financial system and potentially to the real economy,531,,,,1.0,['Liquidity strains in the non bank financial sector amplified the market sell off and threatened to spill over to the broader financial system and potentially to the real economy'],1.0,
DAT000405,Date,2020-10-15,531,,,,,,,2020-10-15
SPE000461,Speech,The pandemic and EUROPEAN CENTRAL BANK monetary policy,532,The pandemic and EUROPEAN CENTRAL BANK monetary policy,"Presentation by Philip R. Lane, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the SUERF online conference on ""How to spend it? How to pay it back? EUROPEAN UNION and UNITED STATES Perspectives""",,,,,
TOP001385,Topic,How to pay it back,532,,,,1.0,['How to pay it back'],1.0,
TOP001386,Topic,EUROPEAN UNION and UNITED STATES Perspectives,532,,,,1.0,['EUROPEAN UNION and UNITED STATES Perspectives'],1.0,
DAT000406,Date,2020-10-14,532,,,,,,,2020-10-14
SPE000462,Speech,A digital euro for the digital era,533,A digital euro for the digital era,"Introductory statement by Fabio Panetta, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the ECON Committee of the European Parliament","A digital euro for the digital era Introductory statement by Fabio Panetta, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the ECON Committee of the European Parliament Frankfurt am Main, 12 October 2020 Madame Chair, honourable members of the Committee on Economic and Monetary Affairs, Thank you for inviting me to present the Eurosystem report on a digital euro.[1] The quest to en",,,,
TOP001387,Topic,What we do not have is a digital currency that is issued by the central bank and that we can use for all our daily transactions including in e commerce,533,,,,1.0,['What we do not have is a digital currency that is issued by the central bank and that we can use for all our daily transactions including in e commerce'],1.0,
TOP001388,Topic,After publishing our report on a digital euro on 2 October we are now in a phase of listening and experimentation,533,,,,1.0,['After publishing our report on a digital euro on 2 October we are now in a phase of listening and experimentation'],1.0,
TOP001389,Topic,This would enable public authorities to combat any illegal activity more effectively,533,,,,1.0,['This would enable public authorities to combat any illegal activity more effectively'],1.0,
DAT000407,Date,2020-10-12,533,,,,,,,2020-10-12
SPE000463,Speech,Pulling together: fiscal and monetary policies in a low interest rate environment,534,Pulling together: fiscal and monetary policies in a low interest rate environment,"by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Interparliamentary Conference on Stability, Economic Coordination and Governance in the European Union","Pulling together: fiscal and monetary policies in a low interest rate environment Speech by Isabel Schnabel, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the Interparliamentary Conference on Stability, Economic Coordination and Governance in the European Union Frankfurt am Main, 12 October 2020 The title of this morning’s session is intriguing in many ways: it speaks of a “new pa",,,,
