start_id,end_id,type
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:occasion,covers
person:christine_lagarde,topic:external_governing_council_monetary_policy_meeting,covers
person:christine_lagarde,topic:external_governing_council_monetary_policy_meeting,covers
person:christine_lagarde,topic:florence_speech,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,topic:christine_lagarde,covers
person:christine_lagarde,speech:3,delivered
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:ecb,covers
person:christine_lagarde,topic:norges_banks_climate_conference,covers
person:christine_lagarde,topic:norway_europes_road,covers
person:christine_lagarde,topic:norway_oslo,covers
person:christine_lagarde,speech:6,delivered
person:christine_lagarde,topic:panel,covers
person:christine_lagarde,topic:global_economic_outlook,covers
person:christine_lagarde,topic:40th_annual_g30_international_banking_seminar_opening,covers
person:christine_lagarde,speech:8,delivered
person:christine_lagarde,topic:fifty_second_meeting,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imfc_statement_statement,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imf_annual_meetings,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee_imf_annual_meetings,covers
person:christine_lagarde,speech:11,delivered
person:christine_lagarde,topic:moment,covers
person:christine_lagarde,topic:euro,covers
person:christine_lagarde,topic:business_france_event,covers
person:christine_lagarde,speech:12,delivered
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:committee,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:economic_and_monetary_affairs,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,topic:european_parliament_speech,covers
person:christine_lagarde,speech:15,delivered
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:monetary_policy,covers
person:christine_lagarde,topic:financial_stability,covers
person:christine_lagarde,topic:past_lessons,covers
person:christine_lagarde,topic:future_resilience,covers
person:christine_lagarde,topic:keynote_speech,covers
person:christine_lagarde,topic:keynote_speech,covers
person:christine_lagarde,speech:18,delivered
person:christine_lagarde,topic:trade_wars,covers
person:christine_lagarde,topic:central_banks,covers
person:christine_lagarde,topic:central_banks,covers
person:christine_lagarde,topic:central_banks,covers
person:christine_lagarde,topic:2025_keynote_speech,covers
person:christine_lagarde,speech:23,delivered
person:christine_lagarde,topic:this_time,covers
person:christine_lagarde,topic:importance,covers
person:christine_lagarde,topic:financial_stability_welcome_address,covers
person:christine_lagarde,speech:24,delivered
person:christine_lagarde,topic:connected_world,covers
person:christine_lagarde,topic:conversations_pour_demain,covers
person:christine_lagarde,speech:27,delivered
person:christine_lagarde,topic:noise,covers
person:christine_lagarde,topic:good_judgment,covers
person:christine_lagarde,topic:world,covers
person:christine_lagarde,topic:change_welcome_address,covers
person:christine_lagarde,speech:28,delivered
person:christine_lagarde,topic:european_autonomy,covers
person:christine_lagarde,topic:rule,covers
person:christine_lagarde,topic:law_dinner_speech,covers
person:christine_lagarde,speech:29,delivered
person:christine_lagarde,topic:europes_labour_market_opening_panel_remarks,covers
person:christine_lagarde,topic:annual_economic_policy_symposium,covers
person:christine_lagarde,topic:annual_economic_policy_symposium,covers
person:christine_lagarde,topic:policy_implications,covers
person:christine_lagarde,speech:30,delivered
person:christine_lagarde,topic:international_business_council,covers
person:christine_lagarde,topic:world_economic_forum_panel,covers
person:christine_lagarde,topic:world_economic_forum_geneva,covers
person:christine_lagarde,speech:35,delivered
person:christine_lagarde,topic:strategy_assessment,covers
person:christine_lagarde,topic:introductory_speech,covers
person:christine_lagarde,topic:introductory_speech,covers
person:christine_lagarde,topic:opening_reception,covers
person:christine_lagarde,speech:36,delivered
person:christine_lagarde,topic:opening_remarks,covers
person:christine_lagarde,topic:opening_remarks,covers
person:christine_lagarde,topic:ecb_strategy_assessment_press_conference,covers
person:christine_lagarde,topic:philip_r_lane,covers
person:christine_lagarde,speech:38,delivered
person:christine_lagarde,topic:culture_and_the_economy_opening_speech,covers
person:christine_lagarde,topic:150th_anniversary,covers
person:christine_lagarde,topic:munchner_opernfestspiele_culture,covers
person:christine_lagarde,speech:41,delivered
person:christine_lagarde,speech:42,delivered
person:christine_lagarde,topic:stormy_and_fragmenting_world,covers
person:christine_lagarde,topic:ninth_annual_research_conference_economic_and_financial_integration,covers
person:christine_lagarde,topic:national_bank,covers
person:christine_lagarde,speech:49,delivered
person:christine_lagarde,topic:common_map,covers
person:christine_lagarde,topic:global_cooperation,covers
person:christine_lagarde,topic:fragmenting_world,covers
person:christine_lagarde,topic:fragmenting_world,covers
person:christine_lagarde,speech:52,delivered
person:christine_lagarde,topic:tide,covers
person:christine_lagarde,topic:our_ocean_and_economy_speech,covers
person:christine_lagarde,topic:blue_economy_and_finance_forum,covers
person:christine_lagarde,speech:53,delivered
person:christine_lagarde,topic:history,covers
person:christine_lagarde,topic:international_currencies,covers
person:christine_lagarde,topic:event,covers
person:christine_lagarde,topic:event,covers
person:christine_lagarde,topic:event,covers
person:christine_lagarde,speech:63,delivered
person:christine_lagarde,topic:fifty_first_meeting,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee,covers
person:christine_lagarde,topic:international_monetary_and_financial_committee,covers
person:christine_lagarde,speech:69,delivered
person:christine_lagarde,topic:inverted_world,covers
person:christine_lagarde,topic:conferral,covers
person:christine_lagarde,speech:71,delivered
person:christine_lagarde,topic:transformative_power,covers
person:christine_lagarde,topic:ai_welcome_address,covers
person:christine_lagarde,topic:ecb_conference,covers
person:christine_lagarde,topic:ecb_conference,covers
person:christine_lagarde,speech:76,delivered
person:christine_lagarde,speech:79,delivered
person:christine_lagarde,topic:robust_strategy,covers
person:christine_lagarde,topic:new_era,covers
person:christine_lagarde,topic:25th_ecb,covers
person:christine_lagarde,speech:85,delivered
person:christine_lagarde,topic:ecb_annual_report,covers
person:christine_lagarde,topic:ecb_annual_report,covers
person:christine_lagarde,topic:ecb_annual_report,covers
person:christine_lagarde,topic:plenary_session,covers
person:christine_lagarde,topic:plenary_session,covers
person:christine_lagarde,topic:plenary_session,covers
person:christine_lagarde,topic:plenary_session,covers
person:christine_lagarde,topic:plenary_session,covers
person:christine_lagarde,topic:european_parliament_european_parliament_plenary_debate,covers
person:christine_lagarde,speech:87,delivered
person:christine_lagarde,topic:central_bank_independence,covers
person:christine_lagarde,topic:era,covers
person:christine_lagarde,topic:lamfalussy_lecture,covers
person:christine_lagarde,speech:94,delivered
person:christine_lagarde,topic:euro_area,covers
person:christine_lagarde,topic:euro_area,covers
person:christine_lagarde,topic:euro_area,covers
person:christine_lagarde,topic:euro_area,covers
person:christine_lagarde,topic:global_geopolitical_shifts,covers
person:christine_lagarde,speech:95,delivered
person:christine_lagarde,speech:100,delivered
person:christine_lagarde,topic:money,covers
person:christine_lagarde,topic:34th_european_banking_congress,covers
person:christine_lagarde,topic:comfort_zone,covers
person:christine_lagarde,speech:105,delivered
person:christine_lagarde,topic:economic_and_human_challenges,covers
person:christine_lagarde,topic:transforming_era,covers
person:christine_lagarde,topic:les_essentiels_des_bernardins,covers
person:christine_lagarde,speech:114,delivered
person:christine_lagarde,topic:tenth_anniversary,covers
person:christine_lagarde,topic:single_supervisory_mechanism_welcome_address,covers
person:christine_lagarde,topic:single_supervisory_mechanism_frankfurt,covers
person:christine_lagarde,speech:116,delivered
person:christine_lagarde,topic:changing_world,covers
person:christine_lagarde,topic:changing_world,covers
person:christine_lagarde,topic:changing_world,covers
person:christine_lagarde,topic:15th_anniversary,covers
person:christine_lagarde,speech:121,delivered
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:imfc_statement_statement,covers
person:christine_lagarde,topic:fiftieth_meeting,covers
person:christine_lagarde,speech:125,delivered
person:christine_lagarde,topic:uncertain_times,covers
person:christine_lagarde,topic:official_dinner,covers
person:christine_lagarde,topic:banka_slovenije,covers
person:christine_lagarde,speech:133,delivered
person:christine_lagarde,speech:136,delivered
person:christine_lagarde,topic:new_frontier,covers
person:christine_lagarde,topic:macroprudential_policy_welcome_address,covers
person:christine_lagarde,topic:european_systemic_risk_board,covers
person:christine_lagarde,topic:european_systemic_risk_board,covers
person:christine_lagarde,topic:european_systemic_risk_board,covers
person:christine_lagarde,topic:european_systemic_risk_board,covers
person:christine_lagarde,speech:138,delivered
person:christine_lagarde,topic:structural_shifts,covers
person:christine_lagarde,topic:structural_shifts,covers
person:christine_lagarde,topic:twenties,covers
person:christine_lagarde,speech:148,delivered
person:christine_lagarde,topic:unusual_cycle,covers
person:christine_lagarde,topic:risks,covers
person:christine_lagarde,topic:path,covers
person:christine_lagarde,topic:path,covers
person:christine_lagarde,topic:path,covers
person:christine_lagarde,topic:costs,covers
person:christine_lagarde,speech:152,delivered
person:christine_lagarde,topic:new_risk_environment,covers
person:christine_lagarde,topic:30th_dubrovnik_economic_conference,covers
person:christine_lagarde,topic:30th_dubrovnik_economic_conference_dubrovnik,covers
person:christine_lagarde,speech:156,delivered
person:christine_lagarde,topic:role,covers
person:christine_lagarde,topic:face,covers
person:christine_lagarde,topic:climate_and_environmental_risks,covers
person:christine_lagarde,speech:168,delivered
person:christine_lagarde,topic:power,covers
person:christine_lagarde,topic:yale_university,covers
person:christine_lagarde,topic:new_haven,covers
